[00:00:00.830 --> 00:00:03.652]  Coast to Coast, direct from Austin.
[00:05:17.662 --> 00:05:19.123]  Can you put two and two together?
[00:05:19.443 --> 00:05:24.466]  Infidel Body Armor can stop every round, including hollow points and .308 sniper rounds.
[00:05:24.766 --> 00:05:27.028]  It's reasonably priced and fully legal.
[00:05:27.288 --> 00:05:28.148]  But for how long?
[00:05:28.449 --> 00:05:30.430]  Go to InfidelBodyArmor.com.
[00:05:30.650 --> 00:05:34.692]  Spelled I-N-F-I-D-E-L BodyArmor.com.
[00:05:35.072 --> 00:05:36.253]  Infidel Body Armor.
[00:05:36.953 --> 00:05:37.894]  Just won't quit.
[00:05:39.272 --> 00:05:40.292]  DNA Force.
[00:05:40.332 --> 00:05:43.573]  When cells become toxic, they die early and aging sets in.
[00:05:43.613 --> 00:05:44.634]  DNA Force.
[00:05:44.754 --> 00:05:52.817]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:05:52.917 --> 00:05:57.958]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[00:05:57.978 --> 00:05:58.999]  DNA Force.
[00:05:59.039 --> 00:06:00.919]  We now have the synergistic solution.
[00:06:01.039 --> 00:06:05.381]  Secure your DNA Force today at InfoWarsLife.com or call toll free 888-253-3139.
[00:06:05.401 --> 00:06:05.961]  DNA Force.
[00:06:09.284 --> 00:06:10.524]  What are you waiting for?
[00:06:10.724 --> 00:06:15.566]  You've heard what the proprietary Super Male Vitality formulation has done for others.
[00:06:15.706 --> 00:06:19.507]  Now, it's time to experience the natural benefits for yourself.
[00:06:19.907 --> 00:06:36.351]  Pairing ancient herbal extraction techniques with revolutionary technological advances, Super Male Vitality offers the most powerful essence of eight different ingredients, all individually blended into what makes this product such a unique and concentrated solution.
[00:06:36.431 --> 00:06:38.572]  Avoid alarming artificial additives.
[00:06:38.852 --> 00:06:43.915]  And even hidden genetically modified ingredients that may be lurking in your medicine cabinet.
[00:06:44.096 --> 00:06:54.062]  Super Male Vitality is 100% vegan, gluten-free, made in the USA and available today at Infowarslife.com while supplies last.
[00:06:54.122 --> 00:06:59.386]  Experience the benefits for yourself and for your family with Super Male Vitality.
[00:06:59.586 --> 00:07:03.148]  Available exclusively through Infowarslife.com today.
[00:07:03.408 --> 00:07:05.950]  That's Infowarslife.com or call 1-888-253-3139.
[00:07:09.212 --> 00:07:16.257]  From the water table, to our soils, to the atmosphere itself, our world is becoming more and more toxic each and every day.
[00:07:16.378 --> 00:07:18.539]  But it's not just the air outside that's toxic.
[00:07:18.719 --> 00:07:23.823]  Indoor air has been shown to have two to five times higher concentrations of pollutants than even outdoor air.
[00:07:24.003 --> 00:07:29.047]  And most Americans spend 90% of their time inside using toxic chemicals within their homes.
[00:07:29.167 --> 00:07:32.209]  There are more than 42 million smokers in the United States.
[00:07:32.469 --> 00:07:36.330]  Well over a thousand types of mold and mildew linked to numerous conditions.
[00:07:36.551 --> 00:07:40.812]  And don't forget the fact that six million Americans live with pets they're allergic to as well.
[00:07:40.872 --> 00:07:50.916]  When I began to research these statistics, it was clear to me it was time to start cleansing my lungs in order to combat the toxic environment that we cannot escape but that we can fight back against.
[00:07:51.116 --> 00:08:01.880]  Made with organic and wild cultivated herbs and manufactured in the USA, the new InfoWars Life Lung Cleanse is here in a convenient spray bottle that can be brought with you throughout any toxic environment.
[00:08:02.020 --> 00:08:08.304]  Now available exclusively at Infowarslife.com or by calling toll-free 888-253-3139.
[00:08:20.573 --> 00:08:28.318]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[00:08:43.083 --> 00:08:46.505]  We're back live on the Friday edition of the Alex Jones Show.
[00:08:46.565 --> 00:08:49.988]  Big story just posted up on the top left-hand side of the Drudge Report.
[00:08:50.448 --> 00:08:55.631]  Patient with Ebola-like symptoms being treated at Howard University Hospital in D.C.
[00:08:55.711 --> 00:09:07.199]  So again, of course, yesterday and the day before we had potential cases in Hawaii and Utah, they turned out to be negative, but now they're saying patient with Ebola-like symptoms is being treated at Howard University Hospital in D.C.
[00:09:07.539 --> 00:09:12.963]  A hospital spokesperson confirmed late Friday morning the patient had travelled to Nigeria recently
[00:09:13.624 --> 00:09:18.929]  That person has been admitted to the hospital in stable condition and is being isolated and tested.
[00:09:19.350 --> 00:09:24.476]  The medical team is working with the CDC to determine whether the patient has Ebola.
[00:09:24.676 --> 00:09:26.798]  So another potential case there.
[00:09:27.259 --> 00:09:29.261]  We've seen others turn out to be negative.
[00:09:29.301 --> 00:09:30.522]  Hopefully that's the case again.
[00:09:31.462 --> 00:09:45.977]  But we've also received reports, calls to other shows, and I saw this story out a couple of days ago, again unconfirmed, but that people in Dallas are receiving phone calls from health authorities, whether that be the CDC or emergency managers.
[00:09:46.798 --> 00:09:58.645]  Who were living in the immediate area surrounding the apartment where the Ebola victim lived and they're being told to either stay indoors or are being given advice on how to spot potential symptoms of Ebola and how to protect themselves.
[00:09:58.685 --> 00:10:02.548]  So again, that's unconfirmed, but later we'll take calls.
[00:10:02.908 --> 00:10:08.731]  Hopefully people from Dallas can call in and tell us if they've had any information on that, if they've received any such calls.
[00:10:09.071 --> 00:10:12.854]  I know a couple of days ago there were reports of robocalls coming in
[00:10:13.394 --> 00:10:20.104]  From the CDC to residents in Dallas warning them about precautions to take regarding Ebola.
[00:10:20.124 --> 00:10:21.486]  So we'll continue to track that.
[00:10:22.677 --> 00:10:48.719]  Now, this apartment, which the news seems to be centering around today, where the Ebola victim stayed right before he was taken to hospital, after obviously having been sent back home from hospital two days prior, having been given antibiotics, article up on InfoWars.com right now from Mikael Thelen here, sheriffs officers fearful after being ordered into quarantined Ebola apartment.
[00:10:49.540 --> 00:11:01.083]  Five employees with the Dallas County Sheriff's Department entered the quarantine department of Ebola patient Thomas Eric Duncan Wednesday night after being ordered to bring his four family members a court order barring them from leaving their home.
[00:11:01.624 --> 00:11:09.286]  The five, who were ordered to enter the residence by Sheriff Lupe Valdez, were joined by a doctor and the head of the Dallas County Health and Human Services Department.
[00:11:09.686 --> 00:11:16.548]  The incident was learned after the sheriff's deputies noticed the squad cars used by the five being taken out of service unexpectedly
[00:11:17.188 --> 00:11:22.112]  The following morning, and we can get into this further actually in a separate article.
[00:11:22.453 --> 00:11:23.434]  Here's the quote actually.
[00:11:25.195 --> 00:11:36.765]  This is from Sheriff's Association President Christopher Dyer, who said the Sheriff's members were uneasy at best, having been told to enter this potentially Ebola-infected apartment.
[00:11:37.725 --> 00:11:43.968]  My concern is for the deputies and their families, said Dyer, and I want to see Dallas County do everything that they can to alleviate their concerns.
[00:11:44.368 --> 00:11:47.209]  My anger is really with the feds, Dyer said.
[00:11:47.249 --> 00:11:49.870]  Let's move that family, let's move everybody out of that building.
[00:11:49.970 --> 00:11:51.270]  I don't care if it's overkill.
[00:11:51.631 --> 00:11:52.871]  Let's do overkill.
[00:11:53.331 --> 00:11:56.973]  I don't think sending a few deputies in there is the right course of action.
[00:11:57.953 --> 00:12:11.722]  And if you look at this tweet from Scott Gordon out of NBC5 here, four sheriff's deputies, health director, doctor, went into a Ebola victim's apartment without protection last night, Sheriff's Association says.
[00:12:11.742 --> 00:12:21.849]  And then I actually have an image here on the desk of three individuals waiting to enter the potentially Ebola infected apartment.
[00:12:22.853 --> 00:12:25.977]  Obviously wearing no protection whatsoever.
[00:12:26.017 --> 00:12:31.563]  It's not clear whether these are involved with the law enforcement authorities that entered that apartment.
[00:12:31.643 --> 00:12:42.695]  But again, it shows you the complete lack of protection that's being taken, given the knowledge that this Ebola sufferer was in that apartment for a matter of days.
[00:12:43.396 --> 00:12:48.820]  We're going to go to this Anderson Cooper clip now, which is an interview with the partner of the Ebola victim.
[00:12:49.421 --> 00:13:01.409]  Just listen to what the CDC told her, or what they didn't tell her, about how to deal with the bedsheets, with the towels that this Ebola victim had used before he was taken to hospital.
[00:13:01.449 --> 00:13:02.290]  Let's go to the clip.
[00:13:02.790 --> 00:13:05.292]  So that was the first time they mentioned to you Ebola?
[00:13:05.933 --> 00:13:06.233]  Yes.
[00:13:07.094 --> 00:13:08.555]  When you heard that, what did you think?
[00:13:08.575 --> 00:13:10.276]  I was scared.
[00:13:11.357 --> 00:13:12.318]  I was so scared.
[00:13:13.137 --> 00:13:18.159]  When you were caring for him, did you get in contact with any fluids?
[00:13:19.740 --> 00:13:20.541]  That I know of.
[00:13:21.441 --> 00:13:24.282]  Did the CDC recommend that you clean your apartment?
[00:13:24.923 --> 00:13:27.964]  I told them I just... My daughter brought me some Clorox.
[00:13:29.125 --> 00:13:41.611]  And we sprayed the Clorox on, the mattresses on my bed, and a tie, earrings, and dirty clothes, and a plastic bag, all sealed up, and that's it.
[00:13:42.780 --> 00:13:47.902]  Well, they said I shouldn't throw anything away until they can get back with me.
[00:13:48.883 --> 00:13:54.826]  So the sheets that Thomas used and the towels that he used, what have you done with those?
[00:13:54.846 --> 00:13:58.367]  They are in a plastic bag.
[00:14:00.108 --> 00:14:00.808]  In your apartment?
[00:14:00.828 --> 00:14:02.369]  Uh-huh.
[00:14:03.550 --> 00:14:08.232]  So you took them off the bed and put them into a plastic bag?
[00:14:09.195 --> 00:14:15.319]  No, under the shower is in a plastic bag, but the rest of the stuff, everything, on the bed.
[00:14:15.359 --> 00:14:17.400]  The bed sheets, everything is on the bed.
[00:14:17.960 --> 00:14:21.222]  So the sheets that he used, that he slept on, that's still on the bed?
[00:14:21.242 --> 00:14:22.723]  Yeah.
[00:14:23.784 --> 00:14:25.145]  How are you coping with this?
[00:14:29.608 --> 00:14:32.870]  I'm just hanging in there, depending on God to save our lives.
[00:14:33.615 --> 00:14:40.858]  Depending on God to save your lives.
[00:14:41.699 --> 00:14:44.840]  So you feel like people are not informed about how you actually get Ebola.
[00:14:44.860 --> 00:14:51.763]  You actually have to come in contact with the body fluids of somebody who is not only infected but actually sick with Ebola.
[00:14:52.984 --> 00:14:53.184]  Right.
[00:14:57.071 --> 00:15:03.936]  And at this point, even if you had Ebola, you're not showing any signs, so you would not be able to infect anybody else.
[00:15:04.436 --> 00:15:06.437]  And you want to get that message across?
[00:15:07.278 --> 00:15:07.458]  Yes.
[00:15:07.478 --> 00:15:11.981]  And then to leave me alone, leave my kids alone.
[00:15:12.361 --> 00:15:12.682]  Okay.
[00:15:13.082 --> 00:15:18.806]  That was Anderson Cooper last night interviewing the partner of the Ebola victim who stayed there in the Dallas apartment.
[00:15:18.866 --> 00:15:20.807]  She's calling for them to leave her kids alone.
[00:15:20.827 --> 00:15:24.750]  They actually, it appears this morning, tried to escape from the apartment.
[00:15:25.570 --> 00:15:49.423]  And now they're under armed guard, but of course the key thing to come out of that clip was the CDC basically gave them no advice whatsoever on how to deal with these diarrhea, sweat, potentially blood, vomit, stained Ebola bedsheets, as well as the towels that were being used by this Ebola victim in the days before he was taken to hospital.
[00:15:50.305 --> 00:15:53.556]  And they're letting people into this apartment with no protection whatsoever.
[00:15:53.596 --> 00:15:56.264]  If you go back to the document cam, this is an image.
[00:15:57.369 --> 00:16:25.999]  And it was in a Daily Mail article of individuals being let into this apartment, obviously not even wearing face masks, never mind any kind of bio-suits, which is interesting because, as we'll get onto shortly, the Hazmat teams which cleaned the apartment last night, and there are conflicting reports on this, CNN reported this morning that they hadn't actually cleaned the apartment yet, but Breitbart is citing another source which says that the Hazmat teams went in there last night to clean the apartment.
[00:16:27.014 --> 00:16:32.218]  They were wearing full bio-suits, and yet here's the image of them being let into the apartment.
[00:16:32.719 --> 00:16:39.564]  Other individuals, there's the article out of Breitbart, you scroll down it says that they're wearing full bio-suits.
[00:16:39.584 --> 00:16:45.169]  The quote is, all employees entering the apartment unit will be fully dressed in bio-suits.
[00:16:46.510 --> 00:16:50.293]  And then you switch back to the article last night, which is up on Infowars.com.
[00:16:50.933 --> 00:17:04.564]  This is the cleaning crew that arrived at the Dallas apartment yesterday, I believe, to clean the sidewalk where the Ebola victim had spilled out of his apartment before getting into the ambulance to go to the Dallas hospital.
[00:17:05.005 --> 00:17:12.510]  An eyewitness told NBC News that the Ebola victim had vomited on the sidewalk, and yet there are these two guys
[00:17:13.391 --> 00:17:28.391]  Wearing not even face masks, pressure washing the Ebola-sick from the sidewalk with no protective suits whatsoever and obviously potentially putting at risk the other people who live around that apartment in that apartment block.
[00:17:29.032 --> 00:17:30.073]  Absolutely amazing.
[00:17:30.093 --> 00:17:31.134]  We've also got a story...
[00:17:32.216 --> 00:17:34.838]  Here again out of Infowars.com by Steve Watson.
[00:17:35.859 --> 00:17:43.745]  Dallas paramedics, SLAMS Health officials, was not informed of Ebola diagnosis, drove contaminated ambulance for two days.
[00:17:43.945 --> 00:17:51.370]  So this is one of the individuals who picked up the Ebola victim in the ambulance, which again was used for a period of two days afterwards.
[00:17:51.971 --> 00:17:58.556]  He's saying reports of officials tracking those potentially contaminated are, quote, bullcrap.
[00:17:59.116 --> 00:18:14.100]  Paramedics who attended to the Ebola-diagnosed patient in Dallas were not contacted by hospital officials, local or state health officials or the CDC to inform them that they were driving around in an ambulance that could be contaminated with the infectious virus.
[00:18:14.160 --> 00:18:16.381]  And again, we have the quotes here.
[00:18:17.241 --> 00:18:19.182]  None of them have been contacted.
[00:18:19.442 --> 00:18:24.243]  None of the paramedics that were on that shift and went in the ambulance were contacted.
[00:18:24.643 --> 00:18:26.244]  I've been off three days now.
[00:18:27.611 --> 00:18:32.794]  No one contacted me and I was in and drove the ambulance after it was infected.
[00:18:32.854 --> 00:18:35.095]  This was one of the guys who actually drove the ambulance.
[00:18:35.515 --> 00:18:39.737]  This is definitely a concern and exposed workers have not been contacted or tested.
[00:18:40.237 --> 00:18:43.359]  I had to call into control in Dallas at 8 p.m.
[00:18:43.379 --> 00:18:45.840]  and complain to get evaluated.
[00:18:46.380 --> 00:18:52.904]  Three days after the fact I had to demand exposure testing and they are reporting following up with all the people in the ambulance
[00:18:53.464 --> 00:18:54.105]  Bullcrap!
[00:18:54.165 --> 00:18:57.687]  They haven't even followed up with the 10 firefighters that were on duty Sunday.
[00:18:58.428 --> 00:19:01.070]  So, what on earth is the CDC doing?
[00:19:02.231 --> 00:19:08.897]  They're not even informing the people within the Ebola-infected apartment on how to take proper precautions to clean it.
[00:19:09.337 --> 00:19:14.701]  It took them days to send out cleaners to clean the surrounding area of the apartment.
[00:19:14.761 --> 00:19:16.583]  They were wearing no protection whatsoever.
[00:19:17.243 --> 00:19:20.986]  Finally, according to some reports, the hazmat teams went in there last night
[00:19:22.028 --> 00:19:26.689]  But again, they're letting people into this apartment block with no protection whatsoever.
[00:19:27.369 --> 00:19:34.611]  And now it appears that this Ebola victim deliberately travelled to the United States in order to get treatment.
[00:19:34.651 --> 00:19:38.872]  Now you see the article out of WFAA with the sheriffs complaining.
[00:19:39.452 --> 00:19:42.813]  They entered the quarantined apartment by order.
[00:19:43.553 --> 00:19:44.613]  Now they're on leave.
[00:19:45.054 --> 00:19:45.894]  They're complaining.
[00:19:46.954 --> 00:19:51.618]  Basically, that they were put in harm's way with no protection whatsoever.
[00:19:52.098 --> 00:19:55.420]  Amazing incompetence on behalf of the CDC.
[00:19:55.881 --> 00:19:58.263]  We'll cover it more after the break.
[00:19:58.363 --> 00:20:01.825]  We've got Syrian Girl coming up in the second hour to talk about ISIS.
[00:20:01.845 --> 00:20:05.508]  We're going to talk about the jobs figures as well, but we're not telling you about that.
[00:20:05.888 --> 00:20:07.449]  This is the Alex Jones Show Live.
[00:20:07.489 --> 00:20:08.951]  We'll be right back, InfoWars.com.
[00:20:09.731 --> 00:20:12.292]  Silver has always been nature's very own antibiotic.
[00:20:12.432 --> 00:20:16.433]  And only one system allows you to generate an endless supply of natural silver solutions.
[00:20:16.733 --> 00:20:17.973]  SilverLungs.com.
[00:20:18.133 --> 00:20:20.614]  You'll find no wild claims or pseudoscience.
[00:20:20.814 --> 00:20:23.615]  Just a lifetime of nano-sized pure silver solutions.
[00:20:23.815 --> 00:20:25.935]  The Silver Lungs Generator allows you to make your own.
[00:20:26.155 --> 00:20:27.916]  So stop paying for silver solutions.
[00:20:28.056 --> 00:20:33.397]  The unique lung delivery system targets respiratory infections where other silver solutions simply cannot reach.
[00:20:33.637 --> 00:20:37.258]  See the Silver Lungs Generator and lung delivery system at SilverLungs.com.
[00:20:37.438 --> 00:20:39.000]  That's silverlungs.com.
[00:20:39.380 --> 00:20:44.305]  When the day comes where the world changes forever, you can be ready at a moment's notice.
[00:20:44.825 --> 00:20:51.571]  With Survivalist Camps, the ultimate fully functional off-the-grid survival bug-out house that's completely mobile and ready to go.
[00:20:51.932 --> 00:20:56.116]  All the comforts of an RV, but custom-built to outlast any other trailer.
[00:20:56.636 --> 00:20:58.798]  Learn more at survivalistcamps.com.
[00:20:59.319 --> 00:21:02.422]  Due to overwhelming response, limited inventory is available.
[00:21:02.702 --> 00:21:05.125]  Be ready with SurvivalistCamps.com.
[00:21:05.265 --> 00:21:06.106]  Survivalist Camps.
[00:21:06.126 --> 00:21:08.288]  Providing your basic needs to survive.
[00:21:09.069 --> 00:21:11.772]  Americans, prepare for financial ruin.
[00:21:12.233 --> 00:21:16.117]  That is what one of the world's richest men, Donald Trump, said just a few weeks ago.
[00:21:16.397 --> 00:21:17.679]  What are you doing to prepare?
[00:21:17.699 --> 00:21:21.083]  The problems that caused the last financial crisis were never fixed.
[00:21:21.543 --> 00:21:22.904]  In fact, they're even worse now.
[00:21:23.105 --> 00:21:24.506]  The total amount of debt in the U.S.
[00:21:24.526 --> 00:21:27.728]  has grown by more than 57% since September 2008.
[00:21:28.969 --> 00:21:40.159]  The too-big-to-fail banks are much larger, and the massive derivatives bubble is spiraling so far out of control that the only thing left to do is watch the spectacular crash landing that is inevitably coming.
[00:21:40.479 --> 00:21:48.601]  If you're a baby boomer with retirement funds, it's time you consider exiting the Wall Street casino and start a cash-flowing international business of your own.
[00:21:48.861 --> 00:21:55.083]  There may be ways to preserve your wealth, but history has shown that few things can grow your wealth like having your own business.
[00:21:55.303 --> 00:21:56.244]  The crash is coming.
[00:21:56.544 --> 00:21:58.844]  Take measures now to soften the landing.
[00:21:59.144 --> 00:22:01.865]  Go to BabyBoomerBackupPlan.com or call 888-507-8789.
[00:22:01.885 --> 00:22:03.286]  That's BabyBoomerBackupPlan.com.
[00:22:08.570 --> 00:22:12.453]  You've heard about the essential qualities of iodine when it comes to your well-being.
[00:22:12.673 --> 00:22:17.037]  And you've read the opinions of top experts regarding this good member of the halogen family.
[00:22:17.217 --> 00:22:23.462]  Still, reports indicate that iodine is absent in sufficient amounts from the daily lives of countless people worldwide.
[00:22:23.722 --> 00:22:23.982]  Now!
[00:22:24.002 --> 00:22:27.483]  Now, our extra-strength new nascent iodine formula is here.
[00:22:27.723 --> 00:22:29.103]  Survival Shield X2.
[00:22:29.363 --> 00:22:41.806]  Leading the way into the next generation of super high-quality nascent iodine, InfoWars Life Survival Shield X2 is derived from 200-plus-million-year-old salt solutions found more than 7,000 feet below the Earth's surface.
[00:22:42.186 --> 00:22:50.187]  The result is a unique nascent iodine that is both concentrated and free of unwanted additives, genetically modified ingredients, and completely vegan.
[00:22:50.287 --> 00:22:53.688]  We even pre-screen our Survival Shield X2 iodine for radiation.
[00:22:53.928 --> 00:22:57.811]  We all have our own idea about what being safe and secure means.
[00:22:57.831 --> 00:23:02.173]  The doors lock, bills are paid, you've got a job that keeps the lights on, and a home to call your own.
[00:23:02.193 --> 00:23:05.415]  But what happens when Mother Nature throws a curveball?
[00:23:22.834 --> 00:23:26.759]  Are you prepared to live without electricity or passable roads for weeks at a time?
[00:23:27.119 --> 00:23:28.541]  Do you even have a plan B?
[00:23:29.221 --> 00:23:32.265]  If you do, are you willing to bet your life on it?
[00:23:32.505 --> 00:23:33.706]  Children left with no homes.
[00:23:33.727 --> 00:23:35.088]  And no one's coming to help them.
[00:23:35.589 --> 00:23:38.432]  The first step towards self-reliance in the face of disaster.
[00:23:38.632 --> 00:23:40.853]  is a visit to mypatriotsupply.com.
[00:23:41.033 --> 00:23:48.695]  There you'll find the absolute best prices on storable foods, non-GMO seeds, emergency water filtration devices, and so much more.
[00:23:48.896 --> 00:23:53.037]  All orders over $49 qualify for free shipping in the lower 48 states.
[00:23:53.157 --> 00:23:54.778]  Call 866-229-0927.
[00:23:55.238 --> 00:23:57.078]  That's 866-229-0927.
[00:23:57.278 --> 00:24:00.880]  And speak to one of our preparedness advisors today.
[00:24:01.160 --> 00:24:03.861]  Or visit us at mypatriotsupply.com.
[00:24:03.981 --> 00:24:07.242]  Remember, before it's time to survive, it's time to prepare.
[00:24:22.090 --> 00:24:22.291]  Yeah.
[00:24:33.498 --> 00:24:36.379]  We're back live on the Alex Jones Show.
[00:24:36.399 --> 00:24:43.282]  Coming up in the next segment, we've got a tribute to Stan Monteith, of course, who sadly passed away a few days ago, so we've got that coming up.
[00:24:44.522 --> 00:24:49.524]  Currently focusing on the latest Ebola news, we've got this story again out of Infowars.com.
[00:24:49.564 --> 00:24:53.525]  Texas health officials have yet to clean Ebola patients' homes despite protocol.
[00:24:53.825 --> 00:24:55.726]  Now this was yesterday afternoon.
[00:24:56.326 --> 00:25:04.791]  So we called the CDC yesterday afternoon and said why hasn't the potentially Ebola infected apartment been cleaned?
[00:25:05.011 --> 00:25:15.458]  The CDC told us, an official told us, that it should have absolutely have been cleaned and yet according to reports on CNN this morning it still hasn't been cleaned.
[00:25:15.898 --> 00:25:21.081]  Breitbart is saying that hazmat teams cleaned it last night so that still remains up in the air.
[00:25:21.101 --> 00:25:23.283]  Now you see the article out of Infowars
[00:25:24.824 --> 00:25:29.389]  And yet the CDC, in all its wisdom, is not blocking flights.
[00:25:29.469 --> 00:25:32.893]  They refuse to block any flights coming in from West Africa.
