[00:00.000 --> 00:17.000]  We now take you live to the Central Texas Command Center and the heart of the resistance.
[08:54.000 --> 08:56.000]  Here's a few of a Michael Moore.
[08:56.000 --> 09:00.000]  We have to put our bodies on the line to stop the president.
[09:00.000 --> 09:01.000]  There you go.
[09:01.000 --> 09:11.000]  Hillary Clinton calls for strength, quote, strength to resist Trump on and on and on and on and on.
[09:11.000 --> 09:15.000]  This is the atmosphere. This is the system that's being pushed.
[09:15.000 --> 09:18.000]  And they're the ones that shot Scalise.
[09:18.000 --> 09:20.000]  They're the ones calling for violence.
[09:20.000 --> 09:21.000]  They're the ones saying kidnap Baron.
[09:21.000 --> 09:25.000]  They're the ones in all these different newspapers and magazines saying assassinate Trump.
[09:25.000 --> 09:34.000]  They're the ones with former CIA deputy director Phil Mudd on TV saying the government's going to kill this guy and Chuck E. Schumer seven ways to Sunday in intelligence agencies.
[09:34.000 --> 09:37.000]  They're the ones running cabals trying to overthrow this election.
[09:37.000 --> 09:40.000]  They're the ones trying to derail the country coming back.
[09:40.000 --> 09:43.000]  They're creating the Civil War climate.
[09:43.000 --> 09:52.000]  And then every time there's any act of violence in the country connected to the climate or not connected like this one, the evidence shows they then project it onto those of us that are pro America.
[09:52.000 --> 09:57.000]  If we then say maybe it's connected to you in response, they go, oh my God, this is outrageous. How dare you?
[09:57.000 --> 10:00.000]  This is the stunts they're pulling, but I'll say this.
[10:00.000 --> 10:06.000]  That place, knowing that they were controversial, knowing they had enemies, they should have had concealed carry.
[10:06.000 --> 10:08.000]  They should have had an armed guard.
[10:08.000 --> 10:15.000]  They should have been protecting themselves, knowing that this guy, and here's the big takeaway, had been threatening them.
[10:15.000 --> 10:18.000]  People told the police he's going to be the next mass shooter.
[10:18.000 --> 10:22.000]  He'd been on Twitter making all these incredible threats. And again, nothing was done.
[10:22.000 --> 10:29.000]  Just like when Peter Fonda called for violence and kidnapping and pedophilia.
[10:29.000 --> 10:39.000]  Just like when other people, other, you know, watched the Hollywood stars, Kuzak came out and called for, you know, firebombing government facilities.
[10:39.000 --> 10:44.000]  Just like when Antifa publishes the names and homes of ICE agents, nothing's being done.
[10:44.000 --> 10:46.000]  And that's what's encouraging all this.
[10:46.000 --> 10:51.000]  When people violate the law and say, I'm going to come kill you for sure.
[10:51.000 --> 10:54.000]  Not metaphorical. No, no, no.
[10:54.000 --> 10:59.000]  But when you say I'm coming to get you, people need to get in trouble.
[10:59.000 --> 11:06.000]  And on top of that, people need to take responsibility to protect themselves and be armed if you are already a target.
[11:06.000 --> 11:10.000]  And so most of these newsrooms are liberal. They're anti-gun.
[11:10.000 --> 11:13.000]  And they wish that they could disarm everybody. Maybe they'd be safe.
[11:13.000 --> 11:17.000]  That's not how it works. Just like Hillary Clinton has bodyguards.
[11:17.000 --> 11:19.000]  Just like Michael Moore has bodyguards.
[11:19.000 --> 11:23.000]  Just like David Hogg has been caught with all these armed bodyguards.
[11:23.000 --> 11:26.000]  Okay. They are part of the elite. They're going to have guns regardless.
[11:26.000 --> 11:31.000]  And crazies are always going to be able to get weapons, just like a jihadi can get a car or a bomb or a knife.
[11:31.000 --> 11:38.000]  It's the same thing. So the answer is begin to arm yourselves, liberals, to protect yourselves from your own kind,
[11:38.000 --> 11:40.000]  but also other deranged people that are out there.
[11:40.000 --> 11:46.000]  The conservatives just like, just like Mr. Woods came out, James Woods a few days ago,
[11:46.000 --> 11:50.000]  and said, you need to get armed, you need to get trained, you need to get prepared, you need to vote.
[11:50.000 --> 11:53.000]  All right, folks, back to the live transmission at Owen Schreuer.
[11:53.000 --> 11:59.000]  I'm Alex Jones reporting from the road in FullWars.com, NewsWars.com, tomorrow's news today.
[11:59.000 --> 12:08.000]  You know, I used to listen to Alex Jones five years ago, and he would do broadcasts talking about how there would be a shooting,
[12:08.000 --> 12:16.000]  and then the media and the left would blame conservatives, blame veterans, and now it's actually happening.
[12:16.000 --> 12:23.000]  But I didn't think this would be the event when you have all of the evidence that shows that that's not the case.
[12:23.000 --> 12:27.000]  This wasn't necessarily because of the charged political climate at all.
[12:27.000 --> 12:32.000]  It was a incident where you had an individual that was clearly deranged, had made threats.
[12:32.000 --> 12:44.000]  People knew that basically they knew he was going to do this, just like the Florida shooter, and just let it happen.
[12:44.000 --> 12:51.000]  But they're actually trying to pin this on President Trump and conservatives, and it's insane.
[12:51.000 --> 13:03.000]  But when you look at the same group of people taking a photo from 2014 and claiming that that's President Trump putting kids in cages,
[13:03.000 --> 13:11.000]  when you look at a group of people that take a photo of a young girl crying that was actually rescued by Border Patrol agents,
[13:11.000 --> 13:17.000]  and they say that that's Trump separating children from their families, and they commit to it,
[13:17.000 --> 13:22.000]  and then they double down on it, and then they protest over it for weeks,
[13:22.000 --> 13:39.000]  why should I be shocked that they would go with total fake news and think that this shooting has anything to do with being politically conservative or liberal or any president?
[13:39.000 --> 13:48.000]  But you know, it's amazing that while they'll sit here and call for violence,
[13:48.000 --> 13:53.000]  they'll then look at you and blame you for violence while calling for violence.
[13:53.000 --> 14:02.000]  They will be the most uncivil, unhinged people on earth and then look at you and say, you're uncivil.
[14:02.000 --> 14:05.000]  This is peak Twilight Zone.
[14:05.000 --> 14:08.000]  It honestly is peak Twilight Zone.
[14:08.000 --> 14:14.000]  But just when you thought it was peak Twilight Zone,
[14:14.000 --> 14:27.000]  Trader Barack Hussein Obama made a public speech yesterday that I've got a few pull quotes that I'm going to cover in the next segment that you won't believe.
[14:27.000 --> 14:32.000]  In the meantime, during this break, why don't you check out InfowarsStore.com.
[14:32.000 --> 14:40.000]  Here's a really new list of specials, and I'm looking at these specials. I think Alex Jones just said, just get the lowest price that we've ever offered on anything,
[14:40.000 --> 14:42.000]  and just put it out there for this special.
[14:42.000 --> 14:46.000]  This is the Second American Revolution, Fourth of July Super Sale.
[14:46.000 --> 14:48.000]  Listen to some of these specials.
[14:48.000 --> 15:03.000]  50% off, Survival Shield X2, 40% off, Knockout Sleep Aid, $17.76, Silver Bullet 9.95, stock up on Silver Bullet right now, Super Mill Vitality, 50% off,
[15:03.000 --> 15:18.000]  DNA Force Plus, that's a flagship product, 50% off, The Real Red Pill Plus, 50% off. All Super Blue products are 50% off. All Super Blue products.
[15:18.000 --> 15:23.000]  That's the mouthwash, that's the immune gargle, that's the fluoride-free toothpaste.
[15:23.000 --> 15:27.000]  All Super Blue products are 50% off right now at InfowarsStore.com.
[15:27.000 --> 15:35.000]  And then if you don't have an Alexa Pure Breeze yet, it's $100 off at InfowarsStore.com.
[15:35.000 --> 15:40.000]  Alexa Pure Breeze Air Filter, $100 off at InfowarsStore.com, and here's the kicker.
[15:40.000 --> 15:51.000]  Every product I just mentioned, free shipping, because you have free shipping store-wide right now during the Second American Revolution, Fourth of July Super Sale.
[15:51.000 --> 15:59.000]  We'll be right back with quotes from President, former President, Trader Obama, that you won't believe.
[15:59.000 --> 16:03.000]  I tried other brands, but I came back to my sunshine.
[16:03.000 --> 16:07.000]  For the best hot or cold pain relief, get the best. Get a Sunny Bay heating pad.
[16:07.000 --> 16:12.000]  Sometimes life can be a pain in the neck, or back, or shoulder.
[16:12.000 --> 16:16.000]  And the best relief for that pain is a Sunny Bay heating pad.
[16:16.000 --> 16:22.000]  Did you know that the American College of Physicians said that one of the best ways to treat muscle pain is heat therapy?
[16:22.000 --> 16:32.000]  Sunny Bay heating pads are handmade with high quality, can be used at home or at work, and have a lifetime 100% positive rating on both Amazon and Etsy.
[16:32.000 --> 16:33.000]  Why take another pill?
[16:33.000 --> 16:37.000]  Many people use our Sunny Bay heating pads alone and got rid of the neck pain.
[16:37.000 --> 16:42.000]  Long distance travel or long hours in front of a computer can take its toll on your body.
[16:42.000 --> 16:50.000]  Our homegrown small business tries to help people just like us. That's why we design and test our handmade products with great care before we introduce them to the public.
[16:50.000 --> 17:14.000]  You can easily find Sunny Bay heating pads on Amazon. Just go to Amazon.com and search for Sunny Bay heating pads.
[17:14.000 --> 17:41.000]  It's a no-brainer. A big brookie water filter is the one you need, period. You need a water filter that removes chlorine, fluoride, pharmaceuticals, BPA, and other endocrine disruptors, pesticides, bacteria, viruses, and much more, right?
[17:41.000 --> 17:47.000]  And does it all at only 2 cents per gallon? Get the original, most trusted name in gravity water filtration, Big Berky.
[17:47.000 --> 18:00.000]  And now GCN listeners receive 5% off ceramic filter systems using code GCN. Call or click 1-877-99-BERKY or bigberkywaterfilters.com. That's 1-877-99-B-E-R-K-E-Y.
[18:00.000 --> 18:12.000]  One of the most incredible cups of coffee can be found in the high mountains of southern Mexico, where the Chiapas farmers have spent years perfecting their techniques.
[18:12.000 --> 18:31.000]  Based off hundreds of years of traditional techniques and perfect conditions, we've sourced only the best to provide you with our immune support and Wake Up America Patriot Blend coffee.
[18:31.000 --> 18:42.000]  And free of toxic chemicals used in big agricultural productions, Patriot Blend coffees have a smooth, bold flavor with great depth to give you just what you need in the morning.
[18:42.000 --> 18:49.000]  You can even choose to start your morning healthier with the immune support blend, infused with a powerful blend to support your immune response and stamina.
[18:49.000 --> 19:00.000]  It's time to take care of your morning routine. Get a bag of Patriot Blend coffee to support the show while enhancing your morning routine at infowarstore.com.
[19:20.000 --> 19:35.000]  This is the formula that I personally have been taking for over a year and now we believe we have come as close to perfection when it comes to a detoxifier as you can possibly get.
[19:35.000 --> 19:53.000]  You owe it to yourself, you owe it to your family, and you owe it to the future of this country and the world that Patriots stay as healthy and as clean and as focused as you can be because we need you, the remnant of America, to reignite those brush fires the next level and to be healthy and as focused as you can be.
[19:53.000 --> 20:08.000]  Your support and your prayers together, we're changing the world. Now it's time to change our bodies with Z-Shield and infowarslife.com.
[20:23.000 --> 20:52.000]  So, even the left is wondering where is Hussain? Obama, where is Hussain? Obama, why hasn't Hussain made any public statements lately?
[20:52.000 --> 21:07.000]  Even left-wing magazines are asking where is Hussain, Obama? There it is from Variety. It was in New York. It was all over. Where is Hussain, Obama?
[21:07.000 --> 21:23.000]  So, he gave a speech yesterday, the likes of which shouldn't shock you, but do shock you. You don't hear from him as much anymore now that he's no longer the trader-in-chief.
[21:23.000 --> 21:33.000]  So, hearing from him for the first time, I think in months, I can't remember an Obama speech since that secret sports speech he gave back in February.
[21:33.000 --> 21:42.000]  We looked into it. I couldn't find anything. So, you don't hear from him much. So, when you hear his rhetoric again, it's like, whoa, oh yeah, that guy.
[21:42.000 --> 21:57.000]  Oh yeah, now I remember how we got here. Oh yeah, now I remember why the left has become so radicalized. Oh yeah, that guy. That guy.
[21:57.000 --> 22:09.000]  So, let's go to some poll quotes from that guy. This is from the Politico headline, Obama, you are right to be concerned.
[22:09.000 --> 22:21.000]  So, then Politico runs with that just to give a little more gas to the radical left, just to give a little more ignition fluid so that they can just pop off.
[22:21.000 --> 22:35.000]  It's actually having a, it's weird. What's happening is the radical left is becoming more radicalized and then the center, true liberal, still has a mind and the ability to think for themselves left is like, okay,
[22:35.000 --> 22:43.000]  actually it was hashtag walk away that was trending for this. But anyway, let's go to some of these quotes. So, he says you are right to be concerned.
[22:43.000 --> 22:52.000]  So, again, just, you know, igniting it, just letting them know, you know, hey, yeah, you should keep harassing people and starting violence. You have the right to be concerned.
[22:52.000 --> 23:02.000]  He says, do not wait for the perfect message. Don't wait to feel a tingle in your spine because you're expecting politicians to be so inspiring and poetic and moving.
[23:02.000 --> 23:09.000]  You know who he's talking about himself. He's saying, don't expect another me. I'm the best ever.
[23:09.000 --> 23:17.000]  So, so still thinks that highly of himself, even though guess what? You campaigned for Hillary and she lost. Oops. Ouch.
[23:17.000 --> 23:27.000]  He says, boil it down. If we don't vote, then this democracy doesn't work. Okay, well, first of all, the democracy doesn't work when you import voters.
[23:27.000 --> 23:35.000]  So, the democracy doesn't work when you import voters, which is what you want to do. So don't sit here and tell me you care about the democracy working.
[23:35.000 --> 23:43.000]  But furthermore, that's what they want to make this a democracy. This is a Democratic Republic. You cannot vote away my rights.
[23:43.000 --> 23:51.000]  My rights are given to me by God, not by the government. So you can't even vote away my rights, but that's what they want you to believe.
[23:51.000 --> 23:58.000]  They want to vote away the country. They want to vote away the Republic. He goes on, I'll be honest with you.
[23:58.000 --> 24:07.000]  If I have a regret during my presidency, it is that people were so focused on me. Just give that for you. Just a little.
[24:07.000 --> 24:16.000]  Now, he stuck to his routine of never saying President Donald Trump's name in public. So Trump is like Voldemort to these people.
[24:16.000 --> 24:25.000]  They can't even say his name. Oh, man, Obama, you are about to be so exposed. It is unbelievable.
[24:25.000 --> 24:33.000]  I sit here and I wonder when I do some deep research at night, how much of this is actually going to come out?
[24:33.000 --> 24:43.000]  Oh, man. Oh, my gosh, I got to get focused here again. My mind just goes and you just remember everything we're dealing with.
[24:43.000 --> 24:53.000]  I go on, okay, okay. And so here is where it gets shocking. And again, how did we get here? How did the left become so radicalized?
[24:53.000 --> 25:00.000]  This guy, this is the guy who's saying Obama.
[25:00.000 --> 25:13.000]  He says, fear is powerful, telling people that somebody is out to get you or somebody took your job or somebody has it out for you or is going to change you or your community or your way of life.
[25:13.000 --> 25:23.000]  It's an old story and it has shown itself to be powerful in societies all around the world. It is a deliberate systematic effort to tap into that part of our brain that carries fear in it.
[25:23.000 --> 25:37.000]  Ladies and gentlemen, is this not what Hussein Obama is doing in this speech? He is using fear in this very speech to incite his audience.
[25:37.000 --> 25:44.000]  Is he's going to lecture you about someone else using fear as a motive?
[25:44.000 --> 25:57.000]  Is it not the Democrat Party using fear right now to stew up all of this hatred for Trump and Trump supporters? This is incredible.
[25:57.000 --> 26:03.000]  He's actually telling you his means of propaganda. He's giving you his weapon system.
[26:03.000 --> 26:16.000]  They are the ones trying to make you fearful of Trump when all Trump is, is just the return of prosperity, the return of, like I'm sitting here watching the news and they're like, trade wars ignited, trade wars.
[26:16.000 --> 26:23.000]  Are you kidding me? The trade war has been going on. We've been getting our asses kicked. We're actually competing now.
[26:23.000 --> 26:30.000]  And they're like, oh, trade war. It's like, oh, oh, just for America, competing is a trade war.
[26:30.000 --> 26:43.000]  I go on. He says, there's a fundamental contrast of how we view the world. We are seeing the consequences of when one's vision is realized or in charge.
[26:43.000 --> 26:48.000]  No, that's what we saw from you.
[26:48.000 --> 26:57.000]  And then to bring it home, he says, I am not surprised that instead of replacing what we had done with something better,
[26:57.000 --> 27:01.000]  they just have done their best to undermine and erode what's already in place.
[27:01.000 --> 27:11.000]  Yeah, thank God. Of course, people are going to be angry about that because if you had healthcare and sudden, oh my gosh, if you listen to this, oh, get ready to start rolling.
[27:11.000 --> 27:21.000]  If you had healthcare and suddenly somebody who says they're going to make it better comes in and makes it worse, you'll be pissed. You should go out and vote.
[27:21.000 --> 27:28.000]  I get told I say literally a lot, but literally that's what happened.
[27:28.000 --> 27:32.000]  Let me just read that again for you in case you missed that one. Focus here.
[27:32.000 --> 27:44.000]  Of course, people are going to be angry about that because if you had healthcare and suddenly someone who's saying they're going to make it better comes in and makes it worse, you'll be pissed. You should go out and vote.
[27:44.000 --> 27:51.000]  That came from Barack Obama, the guy who said he'd make your healthcare better then made it worse.
[27:51.000 --> 27:58.000]  And what happened? We went out and voted. I mean, who is this guy talking to? I need to finish.
[27:58.000 --> 28:05.000]  Reality has an interesting way of coming up and biting you. You bet your bottom dollar, Barack, you're about to find out hardcore.
[28:05.000 --> 28:13.000]  And the other side has been peddling a lot of stuff that is so patently untrue that you can get away with it for a while, but at a certain point you confront reality.
[28:13.000 --> 28:20.000]  This is happening to him right now. The Democrats' job is not to exaggerate. That's what they're doing.
[28:20.000 --> 28:25.000]  The Democrats' job is not to simply mimic the tactics of the other side. No, they're going full violence.
[28:25.000 --> 28:32.000]  And all we have to do is work hard on behalf of that truth. And if we do, we'll get better outcomes.
[28:32.000 --> 28:37.000]  Well, you know why you keep losing? Because you're a bunch of liars. Because you're a bunch of phonies.
[28:37.000 --> 28:43.000]  Because nobody buys a bunch of phony garbage like the speech you gave last night.
[28:43.000 --> 28:48.000]  You two-faced phony, you're about to be exposed. Hard core.
[28:48.000 --> 28:54.000]  What other operations were you running besides the illegal spying on the Trump campaign and the American people?
[28:54.000 --> 29:08.000]  What other operations did Barack Obama run?
[29:25.000 --> 29:29.000]  Fire your flyswatter. Get your bug assault today.
[29:29.000 --> 29:31.000]  You have been lied to.
[29:31.000 --> 29:41.000]  My name is Kevin Ship. I'm a former decorated CIA officer. Finally someone has come out and written what I think is the best ex-Mose on the shadow government ever.
[29:41.000 --> 29:47.000]  We're in a constitutional crisis and our government is now being run and ruled by a shadow government.
[29:47.000 --> 29:54.000]  I'm going to get this out because just because you're awake, folks, doesn't mean other people are. This is critical to get, to read, to give them a library, to give them a church.
[29:54.000 --> 30:20.000]  KillingUncleSamBuck.com. KillingUncleSamBuck.com.
[30:20.000 --> 30:26.000]  And that's why you've been on the team supporting us, praying for us, and spreading the word. You are the Info Ward.
[30:26.000 --> 30:42.000]  And now because of their intensifying censorship, it's more important than ever that everyone go to infowars.com forward slash newsletter and sign up via email so there's no way the censors can get between us with critical videos, articles, breaking news, intel, you name it.
[30:42.000 --> 30:50.000]  So now I ask you more than ever to share the infowars.com articles, to share the videos, to tell people by the local stations you're listening to.
[30:50.000 --> 31:00.000]  The bare minimum you can do is sign up for the free newsletter at infowars.com forward slash newsletter. We are the Renaissance and we are winning.
[31:00.000 --> 31:17.000]  The Real Red Pill Plus, ladies and gentlemen, our team is constantly on the lookout for newer and better ways to improve our products. That's why we're bringing you a brand new version of one of the newest fan favorite products, the Real Red Pill Plus.
[31:17.000 --> 31:30.000]  The Real Red Pill Plus is an all new version of the Powerhouse Pregnantone product. It features the same great formula that supports your heart, brain, healthy aging process with an all new natural caffeine boost included.
[31:30.000 --> 31:37.000]  A powerful Pregnantone base, the Real Red Pill, will quickly become one of our fellow Info Ward's favorite products.
[31:37.000 --> 31:48.000]  Now, with an extra proprietary energy blend inside, including green tea extract, your Ramate leaf extract, and more, you can get that extra, pick me up, all supporting your mind and body in a healthy way.
[31:48.000 --> 32:08.000]  We've got all the great stuff that Real Red Pill has, but it's also got the boost in it. Get the Real Red Pill Plus at infowarstore.com.
[32:19.000 --> 32:31.000]  Fluorolife is a powerful probiotic supplement with 20 of the most potent clinically studied probiotic strains. When paired with carnivore, our incredible enzyme formula that helps you break down nutrients.
[32:31.000 --> 32:44.000]  These formulas fuel your gut and your body to help you fight toxins and stay fueled all day. These incredible formulas can help keep your body in tip top shape in the fight against stress, age, and outside toxins.
[32:44.000 --> 32:50.000]  There's no better time to try Fluorolife and Carnivore to see how well they can support your body.
[32:50.000 --> 33:19.000]  Don't miss out on the chance to fuel your body and support recovery. Try the Info Ward's Life Daily Digestive Pack today.
[33:20.000 --> 33:31.000]  Live from the U.N. Stronghold, Austin, Texas, you're listening to the Alex Jones Show, and now your host, Owen Troyer.
[33:31.000 --> 33:43.000]  President Donald Trump is speaking right now, making remarks celebrating the six-month anniversary of the Tax, Cuts, and Jobs Act. Let's go to the president.
[33:43.000 --> 33:57.000]  Before going any further, I'd like to address the horrific shooting that took place yesterday at Capital Gazette Newsroom in Annapolis, Maryland.
[33:57.000 --> 34:13.000]  This attack shocked the conscience of our nation and filled our hearts with grief. Journalists like all Americans should be free from the fear of being violently attacked while doing their job.
[34:13.000 --> 34:30.000]  To the families of the victims, there are no words to express our sorrow for your loss. Horrible, horrible event, horrible thing happened. When you're suffering, we pledge our eternal support.
[34:30.000 --> 34:50.000]  The suffering is so great. I've seen some of the people so great. My government will not rest until we have done everything in our power to reduce violent crime and to protect innocent life.
[34:50.000 --> 35:00.000]  And he's doing that by making sure that we have a second amendment right so that you can arm yourself in your place of work and your place of business.
[35:00.000 --> 35:12.000]  Just like Alex said, you know, probably people at the Capital Gazette wish that they were carrying that day. They wish that they had, I mean, you know, got one right under here, you know what I'm saying?
[35:12.000 --> 35:16.000]  So that's how he's ensuring our safety. Let's go back to the president.
[35:16.000 --> 35:22.000]  It's so great. I've seen some of the people so great.
[35:22.000 --> 35:38.000]  My government will not rest until we have done everything in our power to reduce violent crime and to protect innocent life.
[35:38.000 --> 35:48.000]  Let's see if we can maybe find a different feat of that, guys. That is the White House's YouTube channel, which is having some streaming problems, shocking YouTube.
[35:48.000 --> 35:55.000]  YouTube, what's going on? You don't want the people to hear about the president cutting the taxes and getting jobs back?
[35:55.000 --> 36:04.000]  Why wouldn't YouTube, we need to get this fixed. You don't even have that many people watching right now. YouTube, are you trying to keep this down?
[36:04.000 --> 36:09.000]  Is YouTube trying to keep you from hearing from the president? Let's see if YouTube will let us hear from the president here.
[36:09.000 --> 36:14.000]  Our eternal support.
[36:14.000 --> 36:24.000]  All right. Well, now you just don't even have the video playing. Let's just try to find a different feat. See if we can just find a different feat.
[36:24.000 --> 36:30.000]  Let's just try to find a different feat of the president.
[36:30.000 --> 36:43.000]  You know what? Here's what we are going to do. Let's find a different feat, but let's pick it up when he starts talking about the jobs cuts.
[36:43.000 --> 36:52.000]  All right. You know what? Let's just wait and let's just do this on the other side. Let's just do this right. Let's just do this on the other side, guys.
[36:52.000 --> 37:00.000]  So that's fine. Just put that on hold. Put that on hold. Let's just do that right. Let's figure it out in the break and let's do it on the other side.
[37:00.000 --> 37:06.000]  So on the other side, we're going to pick up President Trump, but I want to get the whole thing. I don't want to have the video glitching.
[37:06.000 --> 37:16.000]  And we're going to have the crew pulling up all the news articles and all the stories about the jobs growth returning, the tax cuts working, the wage increases, the GDP and everything.
[37:16.000 --> 37:25.000]  So I just want to make sure we do this right and we're going to do it totally right, live on air. In the meantime, though, let's just do this.
[37:25.000 --> 37:35.000]  Guys, let's go to clip nine and let's just give some samples here to the audience. This is the left calling for violence.
[37:35.000 --> 37:51.000]  So how dare the left want to pin the shooting on Trump when this is clearly a Vandetta and an individual being deranged incident when you have the left saying things like Michael Moore is saying in clip nine.
[37:51.000 --> 37:59.000]  He's not going to leave. He plans to be reelected. He will be the term president for life.
[37:59.000 --> 38:06.000]  The only way that we're going to stop this is eventually we're all going to have to put our bodies on the line.
[38:06.000 --> 38:11.000]  Pause it right there. Pause right there. Well, first of all, you think Michael Moore is going to put his body on the line?
