[00:00.000 --> 00:07.000]  When I grow up, I want to be your rock star!
[04:45.000 --> 04:50.000]  They don't understand that you can't virtue signal over Obamacare because we don't like Obamacare either.
[04:50.000 --> 04:54.000]  So on the other side, we'll be hearing from Alex Jones. Don't go anywhere.
[04:54.000 --> 04:59.000]  CHOOSE TO TAKE CONTROL OF YOUR CHEMISTRY WITH SURVIVAL SHIELD X2 AND BIOTRU SELLENIUM
[04:59.000 --> 05:04.000]  This powerful combo is perfect for supporting your thyroid and health.
[05:04.000 --> 05:11.000]  BIOTRU SELLENIUM'S FORMULA IS FAR FROM SYNTHETIC AND IS MADE FROM A SOURCE OF 100% ORGANIC MUSTARD SEED.
[05:11.000 --> 05:20.000]  OUR SUPER-HIGH QUALITY NACE ANTI-IODYNE IS AN ESSENTIAL MINERAL SOURCE OF 99.99% ULTRAPURE AND BIOTRU SELLENIUM.
[05:20.000 --> 05:27.000]  This essential mineral is necessary in order to produce thyroid hormones which influence every cell, tissue and organ in the body.
[05:27.000 --> 05:34.000]  With inadequate thyroid hormones, you may experience slow metabolism, lethargy, weight gain and overall brain fog.
[05:34.000 --> 05:40.000]  Survival Shield X2 and BIOTRU SELLENIUM work together to support the systems in your body.
[05:40.000 --> 05:58.000]  Take control of your chemistry today with this super combo. Discover the power of Survival Shield X2 and BIOTRU SELLENIUM at infowarslife.com.
[06:11.000 --> 06:15.000]  The age you wonder.
[06:16.000 --> 06:19.000]  Another world.
[06:19.000 --> 06:21.000]  Another time.
[06:21.000 --> 06:26.000]  Is left to scream in wood until the Christmas night.
[06:26.000 --> 06:31.000]  If you are receiving this transmission, you are the Resistance.
[06:31.000 --> 06:36.000]  Live from Austin, Texas. Broadcasting worldwide.
[06:36.000 --> 06:39.000]  It's Alex Jones.
[06:39.000 --> 06:44.000]  This is the Alex Jones Show. Filling in for Alex Jones today, I am Owen Troyer.
[06:44.000 --> 06:47.000]  And if you're here, it's because you're looking for the truth.
[06:47.000 --> 06:50.000]  If you're here, it's because you're looking for the tip of the spear.
[06:50.000 --> 06:56.000]  If you're here, it's because you're not believing what the other are telling you.
[06:56.000 --> 07:01.000]  Now, this Las Vegas Massacre has a lot of people opening their eyes, questioning the official narrative.
[07:01.000 --> 07:03.000]  Nobody's buying it.
[07:03.000 --> 07:10.000]  Sheriff Lombardo's body language and tone really tell a story. And breaking down that with his sources is Alex Jones.
[07:10.000 --> 07:13.000]  Here is an exclusive report from Alex Jones.
[07:13.000 --> 07:16.000]  Las Vegas Sheriff Joe Lombardo.
[07:16.000 --> 07:20.000]  Even the night of the shooting was calm and composed.
[07:20.000 --> 07:24.000]  But in subsequent press conferences, he is agitated. He is scared.
[07:24.000 --> 07:27.000]  He acts like he is in fear of his life.
[07:27.000 --> 07:30.000]  And we're about to go to some of those press conference clips here in a moment.
[07:30.000 --> 07:34.000]  But then when you discover who's in control of this investigation,
[07:34.000 --> 07:40.000]  then you understand why he's so concerned and why my sources in federal law enforcement and others
[07:40.000 --> 07:47.000]  are concerned from what they know that the sheriff of Las Vegas is being threatened
[07:47.000 --> 07:49.000]  and that his life is in danger.
[07:49.000 --> 07:59.000]  And that he could be suicided or are incited at any time to cover up what really happened in Las Vegas.
[07:59.000 --> 08:07.000]  There's been multiple, multiple phone calls and accusations or conjecture coming through social media
[08:07.000 --> 08:13.000]  that there's multiple shooters at other resorts that has been proven to be false.
[08:13.000 --> 08:18.000]  749, I need medical for that caliber to come up to the North Valley, the North Valley.
[08:18.000 --> 08:22.000]  She said there was no gunfire outside the Bellagio Hotel last night.
[08:22.000 --> 08:26.000]  In favor of eyes, now we're getting shot, fired at Caesars and the Bellagio.
[08:26.000 --> 08:30.000]  I don't want to give you a skewed timeline.
[08:30.000 --> 08:34.000]  I do believe that there is 100% more than one shooter.
[08:34.000 --> 08:37.000]  It sounded like a gang battle. It sounded like overlapping fire.
[08:37.000 --> 08:40.000]  We got reports of a guy with a gun here.
[08:40.000 --> 08:42.000]  I don't know if I've picked her. What's your location?
[08:42.000 --> 08:45.000]  Press the terrorist.
[08:45.000 --> 08:48.000]  Probably is a man with a 413 at the terrorist.
[08:48.000 --> 08:50.000]  Have you got a 413 at the terrorist?
[08:50.000 --> 08:52.000]  Is that reported or confirmed?
[08:52.000 --> 08:58.000]  Some people run in and we got security points trying to point out where the gunman is and we can't find him.
[08:58.000 --> 09:03.000]  Yeah, so there is a lady who pushed her way forward into the concert venue into the first row
[09:03.000 --> 09:07.000]  and she started messing with another lady and told us that we are all going to die tonight.
[09:07.000 --> 09:10.000]  It was about 45 minutes before the shots were actually fired.
[09:10.000 --> 09:21.000]  There is no conspiracy between the FBI, between LVMPD and the MGM.
[09:21.000 --> 09:26.000]  In a couple of these items I will read from the narrative
[09:26.000 --> 09:31.000]  because I don't want my comments to be construed or changed.
[09:31.000 --> 09:34.000]  So I wanted to ensure the accuracy of that.
[09:34.000 --> 09:42.000]  But most of this conference will be done strictly through my narrative provided to you.
[09:42.000 --> 09:49.000]  Okay?
[09:49.000 --> 09:54.000]  The dates of the 25th versus the 28th.
[09:54.000 --> 10:02.000]  This was not breaking news, no matter who believed it to be so in this forum.
[10:02.000 --> 10:11.000]  We were aware of the discrepancy of the 28th versus the 25th in the early parts of this investigation.
[10:11.000 --> 10:19.000]  What we weren't aware of is why the date of the 28th was utilized in the early portion of this
[10:19.000 --> 10:27.000]  as I was provided this information as part of the person registered in the suspect's room.
[10:27.000 --> 10:36.000]  So there is no conspiracy between the FBI, between LVMPD and the MGM.
[10:36.000 --> 10:42.000]  Nobody is attempting to hide anything, reference this investigation.
[10:42.000 --> 10:49.000]  The dynamics and the size of this investigation requires us to go through voluminous amounts of information
[10:49.000 --> 10:52.000]  in order to draw an accurate picture.
[10:52.000 --> 11:02.000]  My intent, like I stated earlier, is to give you information as I know it, unverified, to calm the public.
[11:02.000 --> 11:09.000]  Not to establish a legal case.
[11:09.000 --> 11:11.000]  Everybody understand that?
[11:11.000 --> 11:15.000]  No questions, sir.
[11:15.000 --> 11:20.000]  Las Vegas Sheriff Joe Lombardo is running scared.
[11:20.000 --> 11:26.000]  Infowars was the first on Monday morning, October 2nd, 2017, to report to the world,
[11:26.000 --> 11:34.000]  according to our FBI sources, that they found inside the reported shooter's hotel room in Mandalay Bay,
[11:34.000 --> 11:38.000]  ISIS and Antifa paraphernalia.
[11:38.000 --> 11:47.000]  The news is lying, FBI HRT did the hit on the guy and they found antifa information in the room
[11:47.000 --> 11:50.000]  and photos of the woman in the Middle East.
[11:50.000 --> 11:56.000]  So he did not kill himself, the FBI hostage rescue team killed him because he was firing on them.
[11:56.000 --> 12:00.000]  So he did not want to be taken alive and reportedly he did it.
[12:00.000 --> 12:06.000]  And it was antifa crap everywhere and other things I'm not supposed to mention.
[12:06.000 --> 12:09.000]  That is directly from the hostage rescue team, by the way, Paul.
[12:09.000 --> 12:15.000]  And now the sheriff, after being threatened by the FBI, is having to double down and push the official story.
[12:15.000 --> 12:21.000]  This is after he signaled in the first week that there's no doubt that the mass shooter had help
[12:21.000 --> 12:24.000]  and that he'd clearly been radicalized.
[12:24.000 --> 12:27.000]  I don't know if we have possible future prosecution.
[12:27.000 --> 12:31.000]  You heard me say that we're comfortable that we have the suspect in custody,
[12:31.000 --> 12:34.000]  but something more may come of that investigation.
[12:34.000 --> 12:40.000]  And I want to understand the motivation that you describe to prevent any future incidents.
[12:40.000 --> 12:45.000]  And, you know, does this person get radicalized, unbeknownst to us?
[12:45.000 --> 12:47.000]  And we want to identify that source.
[12:47.000 --> 12:48.000]  That's right.
[12:48.000 --> 12:52.000]  What we do know for 100% certainty is this.
[12:52.000 --> 12:56.000]  There is a massive cover-up that is now ongoing.
[12:56.000 --> 13:01.000]  The sheriff's department under the control of the FBI and a Robert Mueller protege
[13:01.000 --> 13:07.000]  known for his corruption in law enforcement have blocked conservative and independent press
[13:07.000 --> 13:09.000]  from the latest press conferences.
[13:09.000 --> 13:15.000]  On top of that, we've now learned from the victims and survivors that all of their cell phones were scooped up
[13:15.000 --> 13:19.000]  and everything was downloaded and then erased when it was given back to them.
[13:19.000 --> 13:25.000]  And other victims have been threatened to remove their videos from YouTube, Facebook, and other platforms.
[13:25.000 --> 13:32.000]  In fact, some of the victims that survived who reportedly saw two shooters have now unexplainably died.
[13:32.000 --> 13:37.000]  Then we have Jesus Compost, the armed security guard at Mandalay,
[13:37.000 --> 13:42.000]  who a full six minutes before Patek supposedly opens fire out of the window on the crowd
[13:42.000 --> 13:46.000]  is shooting hundreds of shots down the hallway at him.
[13:46.000 --> 13:53.000]  He was going to be interviewed by Sean Hannity on Friday, but now he's disappeared and no one knows where he is.
[13:53.000 --> 13:57.000]  Ladies and gentlemen, this cover-up is massive.
[13:57.000 --> 14:05.000]  ISIS took responsibility, and even AP admitted that when ISIS takes responsibility, almost always they are involved.
[14:05.000 --> 14:09.000]  And the media demonized me for even pointing out that they'd taken responsibility
[14:09.000 --> 14:15.000]  and that our sources said they found evidence that Mr. Patek and his girlfriend had traveled the Middle East.
[14:15.000 --> 14:20.000]  Days later, it was confirmed that he and his girlfriend had traveled many times the Middle East.
[14:20.000 --> 14:27.000]  Info wars broke that information, yet again showing our sources are real and accurate inside the FBI.
[14:27.000 --> 14:29.000]  Let me back up just a minute.
[14:29.000 --> 14:39.000]  In the early throes of this tragedy, I had advised each and every one of you that items of information were going to change.
[14:39.000 --> 14:50.000]  The dynamics of this investigation is far-reaching, it's wide, it's huge, and you can't expect exact answers in the early throes.
[14:50.000 --> 14:57.000]  My intent in the early throes were to give you the information to provide that calmness in the community
[14:57.000 --> 15:07.000]  to ensure that we didn't have a second player or third player out hiding in the community, intending to cause us harm.
[15:07.000 --> 15:12.000]  We're doing a thorough investigation and only want to provide what is accurate to you.
[15:12.000 --> 15:16.000]  We will only give information that we have vetted and know to be true.
[15:16.000 --> 15:22.000]  I will not be speaking or answering questions on issues that we do not have the facts yet.
[15:22.000 --> 15:30.000]  So we will get through that. I'm not giving you 100% satisfaction associated with what I'm going to give you today,
[15:30.000 --> 15:37.000]  because I think some of that's going to change, and we will not know that until we're completed with this investigation.
[15:37.000 --> 15:42.000]  Again, let's be clear. We have uninjured survivors of the attack.
[15:42.000 --> 15:47.000]  28-year-old women that just dropped dead, who are witnesses saying there's a coverup.
[15:47.000 --> 15:52.000]  Las Vegas Sheriff Joe Lombardo.
[16:17.000 --> 16:22.000]  Uncented body wash, tea tree shampoo, and long lasting natural deodorant.
[16:22.000 --> 16:26.000]  Emmerich's Essentials is free of chemicals and toxins that may harm your body.
[16:26.000 --> 16:33.000]  We carefully select pure and simple ingredients to create formulas that are certified USDA made with organic.
[16:33.000 --> 16:38.000]  Our mission is to offer you everyday organic household products to enhance your life.
[16:38.000 --> 16:43.000]  Truly feel the difference by going organic natural without compromising on quality.
[16:43.000 --> 16:50.000]  Feel good about using Emmerich's Essentials. Start saving money and stop exposing yourself and your family to toxic ingredients.
[16:50.000 --> 16:56.000]  Visit infowarstore.com and learn more about the new Emmerich's Essentials line of organic products.
[16:56.000 --> 17:20.000]  That's infowarstore.com.
[17:26.000 --> 17:32.000]  We have three different probiotic strains that are known to support digestion and intestinal function.
[17:32.000 --> 17:39.000]  Our researchers are confident that we have been able to develop what will be the leading probiotic on the market.
[17:39.000 --> 17:48.000]  Secure your biome defense in ultra strength or regular strength at infowarstore.com today and get started supporting your digestive system naturally.
[17:48.000 --> 17:52.000]  We've been testing this formula for years, but this is the limited first round of the public.
[17:52.000 --> 17:59.000]  So please take advantage of it today, support your own health and support the info war.
[18:23.000 --> 18:29.000]  And that's what I'm talking about.
[18:29.000 --> 18:38.000]  And when compared to traditional methods of preservation like canning or dehydrating, you know, like what you get at the grocery store, there is no comparison.
[18:38.000 --> 18:47.000]  Harvest right freeze dryers retain 97% of the food's taste, color and nutritional value and have a shelf life of up to 25 years.
[18:47.000 --> 18:55.000]  Now that's what I call the miracle of food preservation. Harvest right is truly the world's best, most affordable freeze dryer.
[18:55.000 --> 19:18.000]  What are you waiting for? Check it out right now at infowarstore.com.
[19:25.000 --> 19:32.000]  And that's what I'm talking about.
[19:55.000 --> 20:05.000]  You're listening to the Alex Jones show.
[20:26.000 --> 20:36.000]  We now take you live to the Central Texas Commence Center in the heart of the resistance, it's Alex Jones.
[20:36.000 --> 20:54.000]  We've got all the firearms experts out there, special forces you name it, saying clearly it's not a bump stock, it's a belt fed light machine gun.
[20:54.000 --> 21:16.000]  We've got the FBI grabbing up all the surveillance footage and trying to keep it from getting on the internet and then not releasing any of the footage from inside the casino Mandalay or from the attack that night.
[21:16.000 --> 21:28.000]  And then we've got the shadow of Robert Mueller. It's well known that he has stay behind networks inside the FBI and to a great extent has control of the FBI to this day.
[21:28.000 --> 21:49.000]  And we have his protege Aaron Rouse known throughout the federal government as a very, very scary globalist operative in charge of this whole thing glaring at the sheriff who is clearly upset, clearly threatened and clearly fearing for his life.
[21:49.000 --> 21:52.000]  This is beyond any Hollywood movie I've ever seen.
[21:52.000 --> 21:59.000]  This is critical. Our federal law enforcement sources cannot give us specific intel because it's classified.
[21:59.000 --> 22:14.000]  But when press they told me Aaron Rouse, just like his boss Mueller before, covered up Islamic connections to terror attacks here in America before and basically ordered Air Marshals FBI, you name it, to stop investigations.
[22:14.000 --> 22:30.000]  That's the info we've got is that he is a specialist at covering up and basically enabling Islamic terror. That's really important when you see ISIS taking responsibility and the FBI before the bodies were even cold Monday morning saying we rule this out.
[22:30.000 --> 22:32.000]  They weren't involved.
[22:32.000 --> 22:53.000]  As this event unfolds, we have determined to this point no connection with an international terrorist group. As this investigation continues, we will continue to work with our partners to ensure that this is factually, thoroughly and absolutely investigated to be able to bring comfort and peace back to this community.
[22:53.000 --> 23:05.000]  Ladies and gentlemen, from our intel, they weren't just involved, they ran the whole operation. This was supposed to kick off an entire cascade of attacks. We know there's a cover up. The question is, what is the cover up of?
[23:05.000 --> 23:18.000]  There is no conspiracy between the FBI, between LVMPD and the MGM. Nobody is attempting to hide anything, reference this investigation.
[23:18.000 --> 23:31.000]  We know there's a cover up. The big issue here is this sheriff is like a deer in the headlights, and we know the official story is now a lie, and he's coming out and saying, no, no, no, trust me, it's all true.
[23:31.000 --> 23:47.000]  Our timelines correct, even though all the facts show it isn't. That's why now, more importantly than ever, it's up to we the people to get the word out online and to realize that even YouTube and Facebook admit that they are censoring alternative views and research about this event.
[23:47.000 --> 23:57.000]  Because they don't want the independent press to continue to investigate. Those of us that questioned it on day one have now been proven right that there's a cover up.
[23:57.000 --> 24:11.000]  That's why it's more important than ever that citizen journalists get involved now, especially knowing the corrupt history of the FBI, especially under the Clintons and Obama, of helping orchestrate and then cover up events like we just saw in Vegas.
[24:11.000 --> 24:24.000]  The good news is they were trying to use this ISIS attack to go after our Second Amendment, but because intrepid investigators and citizen journalists exposed it from day one, they suddenly dropped all their gun control and want this story to go away.
[24:24.000 --> 24:32.000]  I know here at Info Wars we're not going to let it go away, and I know out there on the ground across this country, you're not going to let it go as well.
[24:32.000 --> 24:42.000]  I'm Alex Jones. If you're watching this transmission, you are the resistance, you need to pray for the sheriff because he's clearly crying out for help in all of his mannerisms, in all of his body language.
[24:42.000 --> 24:51.000]  And that head FBI agent in charge with his background and his MO is clearly there, intimidating him and controlling what comes out.
[24:51.000 --> 24:54.000]  It's time for the American people to stand up and demand the truth.
[24:54.000 --> 25:14.000]  We're still facing a lot of corrupt forces that are dug in and entrenched, but the good news is in 2017 everybody's got a camera and people are documenting, and there's no way would you do something in public like this to cover it up.
[25:14.000 --> 25:29.000]  And so here we are on the Alex Jones show, and here you are at InfoWars.com slash show. And it's just amazing because I've seen this before, but it's just watching that again, seeing the sheriff's body language change over time,
[25:29.000 --> 25:45.000]  especially on that last clip when he's talking about there is no conspiracy. We aren't hiding anything. It's really the first time of any press conference where he's distinctively just looking straight down and talking the whole time.
[25:45.000 --> 25:54.000]  Usually he's making eye contact, looking up, seeming confident, and that was the first time where he couldn't even look up.
[25:54.000 --> 26:02.000]  And anybody who does body language analysis would tell you that means that you're lying when you can't make eye contact.
[26:02.000 --> 26:12.000]  Now, again, Alex talks about how it's the FBI agent that's kind of domineering over his shoulder, and it's always felt that way.
[26:12.000 --> 26:31.000]  Just staring him down, stern, and also the FBI agent never took questions. He never really revealed anything much, honestly, and he was supposedly in charge of the investigation.
[26:31.000 --> 26:48.000]  I mean, where has Agent Rouse, Agent Ruz, where has his investigation led? What have we discovered? Nothing. Nothing. Just Stephen Paddock shot people from that window.
[26:48.000 --> 26:54.000]  Did he run back and forth? We don't even know that. They don't even tell us anything about the two windows. We get nothing.
[26:54.000 --> 27:02.000]  Yeah, and America's not buying it. America's not buying it one bit. So I want to take calls from the audience.
[27:02.000 --> 27:11.000]  Now, we've got some other news that we'll get to too, but I just want to see where your thoughts are here as we're about two weeks, wow, really two weeks removed from this.
[27:11.000 --> 27:30.000]  1-877-789-ALAX, 1-877-789-ALAX. And just what do you think is going on with this? Where do you think this goes next? I think they're done, and they're just going to release some official commission, and they've already given us the official story.
[27:30.000 --> 27:42.000]  But if you've been following InfoWars for a while, you know that we've expanded our live broadcasting. We are now live 10 hours a day, and that's thanks to you going to infowarsstore.com and buying our products.
[27:42.000 --> 27:52.000]  We've got a lot of great specials going on right now. A Super Combo Special, Survival Shield X2 nascent iodine and BioTrue selenium for 40% off right now.
[27:52.000 --> 28:03.000]  That is the Super Combo 40% off special. You get the BioTrue selenium and the Survival Shield X2 to great products, to highly rated products.
[28:03.000 --> 28:21.000]  That special itself has a 4.9 star rating. Just that special. That's not even in the products individually, which I know are both highly rated, but the special itself has a 4.9 star review with over 430 reviews.
[28:21.000 --> 28:39.000]  So take advantage of that special. That's 40% off right now when you go to infowarsstore.com. Also 40% off Secret 12. That is our vitamin B12 proprietary formula at infowarsstore.com.
[28:39.000 --> 28:51.000]  That is also 40% off. All kinds of specials at infowarsstore.com. And when you buy from infowarsstore.com, you fund the tip of the spear and the people who are not afraid to question the official narrative.
[28:51.000 --> 29:20.000]  We'll be right back with your calls and more of The Alex Jones Show.
[29:21.000 --> 29:34.000]  In the history of infowars life, we've brought out a lot of amazing products like Survival Shield X2, Super Metal Vitality and so many others with its unique delivery system and proprietary manufacturing process designed for maximized effects.
[29:34.000 --> 29:47.000]  This formula is the platinum standard of multivitamin mineral products. And this part is most important. The ingredients in vitamin mineral fusion are either plant derived or of the highest quality lab standard.
[29:47.000 --> 29:59.000]  That means it's clean. That means it's pure. And rest secured, you're funding the tip of the spear in the info war. That's infowarslife.com and vitamin mineral fusion. Take action now before we sell out.
[29:59.000 --> 30:08.000]  Please listen carefully because I'm about to point out three things that will save you a lot of money while you get high quality products and fund the info war. A 360 win.
[30:08.000 --> 30:23.000]  Number one, when you choose auto ship before checkout, we give you 10% off on your order at infowarsore.com. Number two, you're also able to get items that are out of stock when you sign up for auto ship because we hold back a surplus for auto ship customers.
[30:23.000 --> 30:42.000]  Number three, we're giving you free shipping on all orders above $50. Listers have been requesting this for years because it's so easy to forget to reorder the products that you need each month. Just go to infowarsore.com, select your favorite product or products, click on auto ship and choose how often you want us to send you another order.
[30:42.000 --> 30:59.000]  As you know, I coined the term 360 win and with the new auto ship feature in infowarslife.com, this is a sure win. 10% off on auto ship. Win, win, win at infowarslife.com, free shipping on orders above $50. And all out of stock items are never out of stock when you sign up for auto ship.
[30:59.000 --> 31:17.000]  As most of you already know, I am a voracious consumer of news and information and in the last four or five years doing more and more research, I came across the fact that the elite establishment is fully aware of the fact that our ancient ancestors in many cases had much better nutrition than we do today.
[31:17.000 --> 31:37.000]  Our ancient ancestors sought out the bones of the animals that they were hunting, killing and then processing. And so I set out to develop caveman, but to not just have concentrated bone broth from chicken, but seven other super food ingredients known for cleansing and super charging the body at the same time.
[31:37.000 --> 31:58.000]  Infowars isn't just fighting the globalist, we're getting results and we're expanding in the face of the complete media assault and winning because of your support. Caveman is back in stock, people absolutely love it. So please secure your caveman today at infowarslife.com or by calling toll free triple A 253 3139.
[31:58.000 --> 32:11.000]  It's not just our water we need to filter, it's not just our food that needs to be cleaned, it's the air we're breathing, especially for our children. The artificial particulates of the chemicals is absolutely weighing down our immune systems.
[32:11.000 --> 32:28.000]  The same team based right here in America that brought you the Alexa pure groundbreaking water filtration systems have now developed Alexa pure breeze, whether it's your home or office, you owe it to yourself, your coworkers, your family, your children to the best job you can to purify your air.
[32:28.000 --> 32:38.000]  The elite are masters at poisoning our environment while themselves doing things that mitigate or avoid most toxic effects for themselves. The general public doesn't.
[32:38.000 --> 32:52.000]  The Alexa pure breeze would be a steal at $300, $400, $500. One of these systems can keep 800 square feet incredibly clean. This is a system I'm personally putting in throughout my house replacing older, more expensive filters that didn't do as good a job.
[32:52.000 --> 33:09.000]  Find out why this system is so revolutionary today and then forward store.com.
[33:09.000 --> 33:31.000]  You are listening to an info wars dot com frontline report. It's Alex Jones.
[33:31.000 --> 33:40.000]  Did you know that I witnessed reports are saying that there were shootings at the Bellagio the same night as the Vegas massacre?
[33:40.000 --> 33:50.000]  You don't hear that on the television news. You don't hear that in the press conferences by the Las Vegas Police Department and the FBI.
[33:50.000 --> 34:02.000]  And another thing I just realized when we were watching the report from Alex Jones playing those clips. Laura Loomer was not allowed into the Friday press conference. She had been allowed in previously.
[34:02.000 --> 34:13.000]  She was not allowed into Fridays and I realize it now because Sheriff Lombardo brought up the timeline change of paddocks arrival between the 25th and the 28th.
[34:13.000 --> 34:20.000]  And if Loomer was in there, she probably would have started screaming and raising hell and they couldn't have that on national television.
[34:20.000 --> 34:28.000]  So that's why Loomer got banned and it was obvious watching that for the third time and finally connecting those dots there.
[34:28.000 --> 34:43.000]  But yes, that's right. There were reports of shooters at Bellagio and you also heard it in the police scanner tape of possible shooters at Bellagio.
[34:43.000 --> 34:54.000]  And I can't even remember, but there was a video that I covered on Friday that was a SWAT team, but I don't remember if that was going through the Bellagio or the Tropicana.
[34:54.000 --> 35:05.000]  So I'm going to have to actually relook into that. But regardless, here is an interview of eyewitnesses at the Bellagio reporting shooters at the Bellagio.
[35:05.000 --> 35:13.000]  What happened on Sunday night caught the world by surprise and you were there in Vegas, but you weren't at the concert.
[35:13.000 --> 35:23.000]  So if you could just start walking the audience through where you were at, what you were doing and what transpired while you were there.
[35:23.000 --> 35:36.000]  Well, first of all, I think what needs to be said is that from my perspective and what I know, there were multiple events that occurred around Las Vegas up and down the strip that night.
[35:36.000 --> 35:44.000]  It wasn't just centralized at Mandalay as it has sort of been put forward in all the stories that people are hearing.
[35:44.000 --> 35:54.000]  I mean, if I were to kind of say one statement about everything about to talk about it, my wife and I, we were in Vegas celebrating our 10th year anniversary.
[35:54.000 --> 36:03.000]  And on October 1st, we were involved in an incident with an active shooter at the Bellagio and there's no mistake in my mind about that.
[36:03.000 --> 36:07.000]  This is something that happened and we were there.
[36:07.000 --> 36:15.000]  So we were leaving. We had just seen the Cirque du Soleil show at the Bellagio there.
[36:15.000 --> 36:23.000]  It closed just after, I believe about 11 o'clock, just outside of 11, maybe about 11, 10 local time.
[36:23.000 --> 36:33.000]  And we were walking through the casino. My wife stopped off to use the washroom and then we decided we were going to continue through the lobby of the Bellagio.
[36:33.000 --> 36:42.000]  There's the beautiful ceiling, the flowers sculpture that's on the ceiling and then they've got like a conservatory, like a garden on the other side of the lobby there.
[36:42.000 --> 36:50.000]  So we crossed through the lobby under the famous flower sculpture and we entered the conservatory.
[36:50.000 --> 36:57.000]  At that point, people were standing around. Everybody had cocktails in hand. They were kind of just hanging out.
[36:57.000 --> 37:06.000]  There's a very kind of jovial atmosphere at that point. You know, a big show had just let out. A lot of the audience had come out and sort of follow the same path.
