[00:00.000 --> 00:11.000]  292 days left until the 2020 election this November.
[09:39.000 --> 09:54.000]  Now, some folks live in their mother's basement, take care of their mother, but it's just with these guys, the same thing always applies. And we have these Texas domestic terrorism threat assessment, a big old thick report that we scan through this morning, unclassified version.
[09:54.000 --> 10:05.000]  And I pretty much agree with everything I did read. I've only read maybe 20 pages of the 41 scanning over it because I just learned about this morning from national file dot com.
[10:05.000 --> 10:12.000]  Those guys are on the job. Let me tell you. And so we basically post everything the national file comes out with. We appreciate them letting us do that.
[10:12.000 --> 10:22.000]  The great Tom Papert that's one of the owners of it. And so that is a big, big, big, big, big, big, big deal. It's a huge deal.
[10:22.000 --> 10:34.000]  Texas government forewarns incel rebellion says incels are emerging domestic terrorism threat. And then they go through chronicling how most every mass shooting is the same ideology.
[10:34.000 --> 10:40.000]  Leftist anti human. They want to depopulate.
[10:40.000 --> 10:48.000]  They hate women because women don't like them. And then the thing the media advertises for them to do is go out and kill people.
[10:48.000 --> 11:00.000]  And so the guy at the Walmart was not a right winger. He was an incel leftist radical environmentalist, the guy in Ohio the same day, devil worshiper, actual member of Antifa, huge Bernie supporter.
[11:00.000 --> 11:12.000]  He's got so crazy with the demonic evil he just wanted to go kill. And folks with the guns stopped him. So you see the incel types and the other anti folks killing their wives.
[11:12.000 --> 11:18.000]  And saying I'm doing this so Trump will take the guns from the Republicans so we can kill them all.
[11:18.000 --> 11:27.000]  They don't even think through the logic of them being honest. We're going to kill people guns so we can take your guns so we can kill you.
[11:27.000 --> 11:33.000]  They're even being honest about now. Just lay down your weapons and we're going to kill you.
[11:33.000 --> 11:43.000]  After we torture you in a reeducation camp. This is the mainline Democrat policy now. No borders, no wall, no USA at all.
[11:43.000 --> 11:51.000]  Trump's bad for saying America exists. They're now eating their own Bernie Sanders turning on women supposedly we're told.
[11:51.000 --> 11:59.000]  But really it's all just a made up thing from Pocahontas who's a congenital liar saying that he told her once women can't win the presidency.
[11:59.000 --> 12:05.000]  This is them eating their own. It's all coming up when I start the next segment, but I want to go to some Caitlyn Bennett here.
[12:05.000 --> 12:13.000]  So I want to feature our great reporters more and more air on air. She's followed a bunch of incredible reports at Bandot video in her section going viral now.
[12:13.000 --> 12:21.000]  But this is what we're up against. Anti Trumpers can't find what on a map. They can't find Iran on a map.
[12:21.000 --> 12:31.000]  This is illustrating the vicious dangerousness of these willfully ignorant morons who can't find their ass with both hands.
[12:31.000 --> 12:41.000]  So here's part of that report and we'll be back. I'll go right through the systematic plans of the governor of Northam in the deep state and try to trigger a civil war in Virginia coming up in the next few months.
[12:41.000 --> 12:49.000]  I'll be in DC this weekend and next week for the trial of the president in the Senate and in Virginia on the 20th there.
[12:49.000 --> 12:53.000]  So we'll be covering it all live here, ladies and gentlemen. Thank you all for your support.
[12:53.000 --> 12:56.000]  But I want to just show you what Caitlyn Bennett's up to.
[12:56.000 --> 13:02.000]  We have a map here. We were wondering if people can point to Iran on the map.
[13:02.000 --> 13:07.000]  I'm going to say.
[13:07.000 --> 13:12.000]  The glasses, they don't have a lens.
[13:12.000 --> 13:16.000]  What does this matter? I don't understand.
[13:16.000 --> 13:19.000]  I don't understand why this matters.
[13:19.000 --> 13:24.000]  No, neither. No.
[13:24.000 --> 13:31.000]  No.
[13:31.000 --> 13:35.000]  We all know the left have become foreign policy experts overnight.
[13:35.000 --> 13:42.000]  We're here in Toledo, Ohio at the Trump rally to see if leftists can even point to Iran on a map.
[13:42.000 --> 14:01.000]  Right here, by the way.
[14:01.000 --> 14:05.000]  What do you think about what's going on with Iran?
[14:05.000 --> 14:13.000]  Well, that scares me also because I feel Trump has a mental illness and he's narcissistic.
[14:13.000 --> 14:19.000]  I feel that everything he is doing is for his benefit only.
[14:19.000 --> 14:29.000]  I think a lot of other people feel that way and I think anyone who works in the mental health field is aware that he has a narcissistic personality disorder.
[14:29.000 --> 14:36.000]  We're doing a little quiz. We're asking people if they can identify Iran on the map.
[14:36.000 --> 14:41.000]  You do that because I won't find it.
[14:41.000 --> 14:45.000]  I won't find it.
[14:45.000 --> 14:48.000]  Saudi Arabia.
[14:48.000 --> 14:51.000]  I got Saudi Arabia. I was close.
[14:51.000 --> 14:54.000]  What do you think about the Iran situation?
[14:54.000 --> 15:01.000]  I think that there's no way a sitting president should be able to assassinate someone like that without passing it through anything.
[15:01.000 --> 15:07.000]  I think that war in Middle East, spending trillions of dollars in war in Middle East is pointless and evil and dangerous,
[15:07.000 --> 15:13.000]  especially when it's not only endangering American lives and soldiers, it's wasting our money and it's endangering lives in the Middle East.
[15:13.000 --> 15:16.000]  Can you tell me where Iran is on the map?
[15:16.000 --> 15:18.000]  Oh, no. Absolutely not. No.
[15:18.000 --> 15:19.000]  Can you guess?
[15:19.000 --> 15:21.000]  I can guess.
[15:21.000 --> 15:30.000]  That looks like it's somewhere around there.
[15:30.000 --> 15:32.000]  You pointed to the water.
[15:32.000 --> 15:35.000]  No, I pointed to the countries.
[15:35.000 --> 15:45.000]  I'm against our current policy in Iran and I am for peace and I think that the Iranians have acted with restraint.
[15:45.000 --> 15:48.000]  The Iranians have had restraint, as you said.
[15:48.000 --> 15:51.000]  Yes.
[15:51.000 --> 15:58.000]  U.S. intelligence sources say there is new evidence that Iran shot down a civilian passenger jet in its own airspace, killing many of its own citizens.
[15:58.000 --> 16:03.000]  Hi, I'm Dan Pilla. I started fighting the IRS over 40 years ago when they tried to seize my mother's house.
[16:03.000 --> 16:08.000]  I sued the IRS in one. I beat the IRS then and I've been beating them ever since.
[16:08.000 --> 16:13.000]  I wrote the book on tax debt settlement and I've helped thousands of people deal with tax problems they thought might never be solved.
[16:13.000 --> 16:15.000]  I can help you too.
[16:15.000 --> 16:20.000]  No taxes you can't pay. Don't wait another day. There's no such thing as a hopeless tax case.
[16:20.000 --> 16:28.000]  Call 800-34-NO-TAX or go to my website, danpilla.com, that's danpilla.com, danpilla.com.
[16:28.000 --> 16:36.000]  I'm here with Scott Yousiam, founder of OMG Tax. Tell us how your company helps our listeners out there who have a problem with the IRS.
[16:36.000 --> 16:48.000]  My team of lawyers, enrolled agents, and licensed tax experts remove wage garishments. Sometimes in the same day, we even have reduced the total debt some of our clients were required to pay through what is known as an offer in compromise.
[16:48.000 --> 16:50.000]  Can you give us an example of somebody you help?
[16:50.000 --> 17:03.000]  Oh, can I ever? We have taken a $500,000 liability with the IRS. Guess what? The client didn't pay a dime through the representation known as non-collectible status with the government.
[17:03.000 --> 17:13.000]  If you owe the IRS more than $10,000 and you want to see if it's possible to pay a lot less, call OMG Tax right now for a free tax-saving consultation.
[17:13.000 --> 17:27.000]  Call 800-486-8112-800-486-8112-800-486-8112, that's 800-486-8112.
[17:27.000 --> 17:38.000]  Hunters, anglers, campers, and survivalists, get back to nature, expand your horizons with the highest quality, most versatile, unique slingshots and slingbos on the market at Slingbow.com.
[17:38.000 --> 17:45.000]  Slingbow products are compact and models start from just 1798. They're perfect for your bug out bag or storing in your vehicle.
[17:45.000 --> 17:54.000]  Give yourself and your loved ones the excitement and tradition of Slingbow, a new frontier in archery, and truly modern twist on this primitive survival tool.
[17:54.000 --> 17:58.000]  Feel the thrill only at Slingbow.com.
[18:25.000 --> 18:34.000]  I've lost almost 40 pounds in less than four months. It's incredible. So do yourself a favor. Try out the products if you've been on the fence.
[18:34.000 --> 18:44.000]  You can't lose except if you don't take action because when you buy the products, you're funding the operation that is always delivering thanks to your support and God's grace in our action.
[18:44.000 --> 18:49.000]  But you need these products. That's the real reason you want to get them is because they're amazing.
[18:49.000 --> 18:56.000]  They're great results. Please tell others about it word of mouth. That's how we expand in the face of the NWO instead of imploding.
[18:56.000 --> 18:59.000]  We're fighting to win and we are winning. Thanks to you.
[18:59.000 --> 19:15.000]  It's either happened to every person listening or it's happened to someone you know. Everybody is well aware of the fact that most people that end up getting the flu have taken the flu vaccine right before they get it.
[19:15.000 --> 19:28.000]  And they get the worst case of the flu of their life. But still, like concentration camp victims, they line up at the different pharmacies and clinics to get the injections.
[19:28.000 --> 19:39.000]  It doesn't matter that studies, mainline government studies in Canada and Europe show that when you take the flu vaccine, it doubles your chances of getting the flu the next season by lowering your immunity.
[19:39.000 --> 19:49.000]  It goes on and on. Or the fact that the governments have never guessed the next year's mutation at the flu vaccine has never, ever even worked.
[19:49.000 --> 20:10.000]  But how do you prop up a hoax? You keep the giant hoax going. No wonder we've got one of the worst flu seasons on record happening right now.
[20:19.000 --> 20:32.000]  He aligns himself with the truth and it's time for you to choose a side. You're listening to Alex Jones.
[20:32.000 --> 20:57.000]  The social engineers know they're losing. One of their only gambits is to try to trigger a civil war in America. And we know from WikiLeaks, we know from their own internal documents that we have received, we know from the terrorism reports coming out from the state of Texas that they are trying to trigger that.
[20:57.000 --> 21:07.000]  And we knew Governor Northam was going to try to declare an emergency. We knew he was going to try to hype it up like people with guns are coming to get them. And so I feel like I had a law enforcement response.
[21:07.000 --> 21:15.000]  Then they stage a false flag or they provocateur an action, Jesse Smollett style, but on steroids.
[21:15.000 --> 21:28.000]  And then they say, look, the gun owners are the evil terrorists. They're the white supremacists. And they run the same operation we saw the Democrat controlled state police did a couple years ago in Charlottesville.
[21:28.000 --> 21:32.000]  Here's the local news reporting on the emergency the governor's declaring.
[21:32.000 --> 21:52.000]  11 an emergency ban on guns at Virginia's capital. Good evening. I'm Sarah Diamond. I'm Josh Smith. The Associated Press reported within the last hour that Virginia Governor Ralph Northam plans to declare a temporary emergency tomorrow, banning all weapons, including guns from Capitol Square and Richmond ahead of a massive rally this plan next week over gun rights.
[21:52.000 --> 22:09.000]  The AP says that's according to two state officials who were briefed on the plans, but not authorized to speak publicly about them. Governor Northam reportedly will announce these plans at a news conference tomorrow afternoon and cite what his administration thinks are credible threats of potential violence and extremism.
[22:09.000 --> 22:20.000]  Well, this comes as Virginia lawmakers are considering several gun control measures across the Commonwealth after Democrats won control of the Virginia General Assembly.
[22:20.000 --> 22:33.000]  And the Democrats said we're going to call off the military. We're going to set up checkpoints. Hell, yes, we'll take your AR 15s. Well, they repeated what Beto said. We reported on all that in the last few months. Everybody else got upset.
[22:33.000 --> 22:43.000]  And even listeners are like Alex, this is going to be more hardcore than you're even saying. Why aren't you making a bigger deal out of it? And I was just not wanting to escalate things and hoping the deep state would back down.
[22:43.000 --> 22:56.000]  But more and more, it becomes very clear they're going to try to pull something in Virginia. And it all starts basically on the 20th.
[22:56.000 --> 23:10.000]  They're going to try to put provocateurs into the crowds. They're going to try to stage something so we can declare a larger emergency and begin gun confiscation and across the state in an attempt to trigger a civil war.
[23:10.000 --> 23:30.000]  So I want to open the phones up for law enforcement, for the military, particularly to give us your take on what needs to be done to stop this, because obviously they try to go out and confiscate guns federally.
[23:30.000 --> 23:40.000]  As a nation, we have to stand up to that. If a governor is trying it and people are like Mohamed Gandhi and turn them in, they won't be able to start their civil war.
[23:40.000 --> 23:48.000]  But they'll just provocateur it, maybe have a sniper shoot some anti-gunners. I mean, this is their playbook.
[23:48.000 --> 23:55.000]  And they're failing on every other front. They already sent somebody to try to kill all the patriot Republicans at their baseball game.
[23:55.000 --> 24:03.000]  They're saying be violent to Republicans. They're saying kill Trump and his family. They're saying kill me. They go to Tucker Carlson's house.
[24:03.000 --> 24:14.000]  And now the FBI and state police in Texas have put out reports saying they're antifa in cells, planning terrorism nationwide to usher in a collapse of the government and trigger a civil war.
[24:14.000 --> 24:18.000]  It's all here. And then you've got the Bernie Sanders operative saying the exact same thing.
[24:18.000 --> 24:25.000]  We've got the old Weatherman reports saying the exact same thing. This has always been their playbook. It doesn't mean it's going to succeed. In fact, it has a long shot at it.
[24:25.000 --> 24:32.000]  But people better know this is real. And I'm just going to say it, we have a good governor, a great governor in Texas.
[24:32.000 --> 24:41.000]  But if the Dems turn the state blue and they're close to it and they tried something like this and wanted to have a big riot and wanted to blame it on President Trump,
[24:41.000 --> 24:50.000]  and they came to take my guns, at this point, I would turn them in knowing they were wanting a civil war.
[24:50.000 --> 24:57.000]  Then that would trigger such a political movement, the state would wake up and go back red.
[24:57.000 --> 25:01.000]  And I'm not telling people turn your guns in in Virginia. That's a decision you've got to make.
[25:01.000 --> 25:05.000]  I'm simply saying we need to try to fix this peacefully. We're winning politically.
[25:05.000 --> 25:11.000]  They want to overturn the chess table and trigger a war with law enforcement that's being ordered to go out and take the guns.
[25:11.000 --> 25:16.000]  And I can tell you 95% of the police and law enforcement, I know national studies show that too.
[25:16.000 --> 25:23.000]  It's over 90% are totally pro-gun and understand that more guns means less crime and they totally get what's happening.
[25:23.000 --> 25:29.000]  But the globalist, when they're in control of a blue state, can march the police off to war.
[25:29.000 --> 25:38.000]  And that's what we're trying to start is a Bunker Hill, 1775, Lessings and Concord, when the Redcoats got ordered to come take the guns.
[25:38.000 --> 25:46.000]  And the local English military had warned them not to try it.
[25:46.000 --> 25:50.000]  But remember what the captain at Bunker Hill said, he said, we don't want a war.
[25:50.000 --> 25:54.000]  So don't shoot first, but if they come for a war, then they're going to get one.
[25:54.000 --> 26:00.000]  And that's what happened. And that's how America was born, 1775.
[26:00.000 --> 26:08.000]  They got their act together in 1776, issued the Declaration of Independence and towards Washington, Mark Stoff, and you know the rest is history.
[26:08.000 --> 26:12.000]  So we came out of an attempt to take the guns.
[26:12.000 --> 26:16.000]  Do we want to go ahead and just have that war now while Trump's the president?
[26:16.000 --> 26:23.000]  This is all about overthrowing him, getting civil war going. We don't want civil war.
[26:23.000 --> 26:28.000]  So a guy marched up to Beto in a stage photo of him said, you could take my gun if it saves people.
[26:28.000 --> 26:35.000]  Well, take my guns from my cold dead hands if there's an organized federal takeover that has a chance of really disarming us.
[26:35.000 --> 26:42.000]  And all this, we're going to have to organize with governors and others to understand we're going to have to fight it like 1776.
[26:42.000 --> 26:48.000]  But we don't let them start the fight prematurely. In fact, we try to bypass this whole thing and fix things politically.
[26:48.000 --> 26:51.000]  That's why we have the First Amendment. It comes first.
[26:51.000 --> 26:57.000]  But this is an incredible time. James O'Keefe is also scheduled to join us coming up.
[26:57.000 --> 27:01.000]  And Syrian girl will give us an update and Mike Adams and I really want to take your call.
[27:01.000 --> 27:10.000]  So we're only opening the phones up for law enforcement, particularly in Virginia or the D.C. area.
[27:10.000 --> 27:18.000]  But all over the country to give your take active duty military in the first round of calls.
[27:18.000 --> 27:23.000]  And I won't make you sit on hold a while. James O'Keefe scheduled to come on the next segment, but he usually pushes it back some.
[27:23.000 --> 27:26.000]  So we'll be going to call us next segment of James in here.
[27:26.000 --> 27:32.000]  Soon as he leaves, he's usually only on about 10 minutes or less. We will go to your calls and the toll free number for you to join us.
[27:32.000 --> 27:36.000]  Ladies and gentlemen, and we'll get you right on air.
[27:36.000 --> 27:41.000]  And you know, you'd think I would have memorized this new number by now. That's on screen for me. Thanks.
[27:41.000 --> 28:01.000]  But I'm just so used to so used to the old number 877-789-2539 and I know that number 877-789 Alex 877-789-2539 for police, for military, for active duty.
[28:01.000 --> 28:09.000]  What is your take on this? What would you do if they ordered you to go take guns? I mean, especially if you're in Virginia.
[28:09.000 --> 28:17.000]  I mean, this is an attempt to start a war. And so it's easy to go. They come for the guns. It's going to start here. Let's get it going.
[28:17.000 --> 28:28.000]  We're winning politically. The left is self-destructing. Just like Trump's going to win out of the Senate trial. It's going to blow up in their face.
[28:28.000 --> 28:33.000]  But notice they want a civil war to start during that Senate trial next week.
[28:33.000 --> 28:39.000]  They'll be on the ground in D.C. and just miles away in northern Virginia where the Revolutionary War kicked off as well.
[28:39.000 --> 28:48.000]  It kicked off in Boston in the north and Virginia in the south. And it's just insane. 877-789 Alex is the number.
[28:48.000 --> 28:58.000]  Your calls are coming up. James O'Keefe on the same story the left went to trigger civil war, martial law, and burned down every major city. How do we stop that?
[28:58.000 --> 29:07.000]  Heart disease is on the rise. Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you, but the symptoms are there.
[29:07.000 --> 29:15.000]  Loss of energy, blood sugar, spikes, and drops, poor circulation, and irregular heartbeat are just a few of these that can alert you that something is wrong.
[29:15.000 --> 29:21.000]  Here, how heart and body extract is making a difference in thousands of people's lives across America.
[29:21.000 --> 29:25.000]  My blood pressure has normalized. My diabetes has totally improved.
[29:25.000 --> 29:32.000]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel. I recommend heart and body extract to everyone.
[29:32.000 --> 29:40.000]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[29:40.000 --> 29:59.000]  Order your two-month supply today by calling 866-295-5305 or order online hbextract.com. Heart and body extract 866-295-5305 or hbextract.com.
[29:59.000 --> 30:05.000]  I would thank you for everything you've done for the Info War, but I know you're like me. You don't want my thanks.
[30:05.000 --> 30:11.000]  You want victory over the globalist and these devil worship and child molesters, and you want them off your back and off your children's back.
[30:11.000 --> 30:15.000]  And you know what? I'm the same way, and that's why we're on the same damn team.
[30:15.000 --> 30:24.000]  And it's why M4s has been delivering time and time again when it's clutch time to focus the people on taking action against the globalist,
[30:24.000 --> 30:30.000]  because I'm committed to a future for humanity, and I know you are as well.
[30:30.000 --> 30:38.000]  So thank you in 2019 for standing with us because you are the Info War, and I want to thank you for committing to stand with us in 2020 however you can.
[30:38.000 --> 30:45.000]  For the bottom of my heart, for my family, and for the great crew at Info Wars, I want to thank you all because you are the Info War,
[30:45.000 --> 30:51.000]  and you know that's not just words, that's reality. You have made history. We have made history together.
[30:51.000 --> 30:58.000]  InfoWars.com only has power because of you, and I suggest you use it.
[30:58.000 --> 31:02.000]  I've got to really hand it to the listeners and viewers who InfoWars.
[31:02.000 --> 31:11.000]  Your support and your help in rebooting Americana as a challenge to the globalist system of corporate tyranny has really caught hold,
[31:11.000 --> 31:20.000]  not just here in the U.S. but worldwide, and President Trump's fearlessness when it comes to promoting Americana and basic liberty is amazing as well.
[31:20.000 --> 31:30.000]  He's still lacking on the big tech censorship, taking action against that in some other areas, but trying to end the wars, boosting our economy, speaking out against communist China,
[31:30.000 --> 31:39.000]  Trump's been doing an amazing job, but now more than ever, we really have to realize that we're being targeted because we are effective,
[31:39.000 --> 31:46.000]  and the globalists are beginning to lose their war against humanity in a big way, and so we're going to see some major fireworks out of them,
[31:46.000 --> 31:52.000]  but it's critical to not let ourselves get down when we see all the poison they spray at us.
[31:52.000 --> 31:58.000]  That's an attempt to demoralize us. We've got to remember that and stay focused and stay happy.
[31:58.000 --> 32:09.000]  Hey, you there. We have a problem. You see, there is a baby. The mother of this baby is not sure she's ready.
[32:09.000 --> 32:19.000]  The father of this baby doesn't want to settle down. The mother starts to have regrets. The father considers leaving town,
[32:19.000 --> 32:32.000]  but a friend says there's a solution. She says to have an abortion. The mother decides to look into it. The clinic assures her it's safe.
[32:32.000 --> 32:42.000]  She's made her decision. She's going to have an abortion. The problem is that baby is you.
[32:42.000 --> 32:52.000]  Join me, Owen Schreuer, at the March for Life, Friday, January 24th, in Washington, D.C., noon at the National Mall.
[32:52.000 --> 33:01.000]  I'll see you there. It's time to stand up for the unborn. It's time to speak out for the voiceless.
[33:01.000 --> 33:06.000]  You're listening to the Alex Jones Show.
[33:31.000 --> 33:39.000]  James O'Keefe of Project Veritas is joining us here in just a moment. The governor of Virginia has declared an emergency.
[33:39.000 --> 33:48.000]  They are already passing the laws through the process to ban and confiscate all semi-autos, as well as ammunition,
[33:48.000 --> 33:53.000]  banning gun ranges, you name it, as well as self-defense classes of all different types.
[33:53.000 --> 34:00.000]  Those bills are proceeding in the new Commonwealth legislature there in Virginia.
[34:00.000 --> 34:10.000]  And the governor is basically talking about going ahead and having gun confiscation, going ahead and having gun registration.
[34:10.000 --> 34:18.000]  And he's already declaring an emergency to just get the idea of an emergency going in your head so the deep state can trigger
[34:18.000 --> 34:29.000]  some type of civil unrest that leads to civil war in the region and martial law saying that President Trump is to blame
[34:29.000 --> 34:37.000]  and then removing him while the Senate is in session next week with the trial of the president.
[34:37.000 --> 34:45.000]  All the planets are aligning right now, and our intel was the governor was planning this, and now you see it's beginning to unfold.
[34:45.000 --> 34:49.000]  This is a Jesse Smollett type false flag, but a billion times bigger.
[34:49.000 --> 34:52.000]  I believe they're not going to be getting away with it.
[34:52.000 --> 35:01.000]  You notice that we also have the new Project Veritas bombshell videos with this operative for Sanders right out of the weatherman
[35:01.000 --> 35:04.000]  handbook saying we're going to put people in camps, we're going to be violent.
[35:04.000 --> 35:07.000]  The only way to deal with Trump supporters is violence.
[35:07.000 --> 35:15.000]  You have the Texas Domestic Terrorism Threat Assessment saying incel, leftist, antifa are the main terror threat and they track
[35:15.000 --> 35:22.000]  how all over the country it's been antifa incels tearing out almost all of the mass shootings.
[35:22.000 --> 35:25.000]  So it all ties together.
[35:25.000 --> 35:31.000]  Joining us is James O'Keefe of Project Veritas with just another incredible bombshell.
[35:31.000 --> 35:38.000]  More even coming of the Democrats planning civil unrest starting at the DNC spreading across the country.
[35:38.000 --> 35:40.000]  We're not just hearing it for this individual.
[35:40.000 --> 35:43.000]  We're hearing it from a lot of them in the past as well.
[35:43.000 --> 35:49.000]  So this is really something James, it looks like, that is at the core of what they're planning.
