[00:00.000 --> 00:05.880]  Kevin Martin here with infowars.com and we are here in beautiful downtown
[01:55.880 --> 01:59.520]  going on with Donald Trump and the Trump administration, the new presidency, what
[01:59.520 --> 02:03.720]  do you think about the immigration ban? What do you think? I think it doesn't
[02:03.720 --> 02:07.280]  exist, right? It was appealed. So what do you think about proposing the immigration
[02:07.280 --> 02:11.440]  ban? I don't think you can do stuff like that. The people have spoken and it's not,
[02:11.440 --> 02:15.560]  it's not gonna work man. So do you think it's unconstitutional? Absolutely. Now
[02:15.560 --> 02:21.360]  were you a, were you an Obama support? Were you a fan of Obama? At times, yeah. Okay
[02:21.360 --> 02:25.320]  now we see all this stuff about being unconstitutional but Bill Clinton and
[02:25.320 --> 02:29.360]  President Obama did the same thing when they were in office. So what about that?
[02:29.360 --> 02:33.960]  Was that unconstitutional too? Well it's coming out of the mouth of the devil man.
[02:33.960 --> 02:38.040]  You know Obama says we're gonna do something, probably has our best
[02:38.040 --> 02:42.160]  interests you know. When you talk about President Trump or whatever you know
[02:42.160 --> 02:46.080]  he's looking after himself and he's trying to hurt as many people who don't
[02:46.080 --> 02:49.160]  deserve to be hurt. So it's a little bit different you know. I'm not saying it's
[02:49.160 --> 02:56.280]  fair, I'm not saying it's not hypocritical but I mean I don't know. I don't trust that
[02:56.280 --> 02:59.760]  guy. I wouldn't take advice from him. I wouldn't, I don't think he can change the
[02:59.760 --> 03:04.160]  laws. I think he's, he's messed up you know when it comes down to what he thinks
[03:04.160 --> 03:07.420]  his role is. So you just think like he's kind of just like kind of like a fake
[03:07.420 --> 03:13.840]  president almost. I mean it's kind of, yeah. I just don't think like anything
[03:13.840 --> 03:17.360]  nice is gonna come from that dude. I don't think he has to. He's looking out for
[03:17.360 --> 03:20.640]  himself. So you think there's any way like he can get impeached because I know
[03:20.640 --> 03:24.080]  that's what a lot of people are asking about it. Like what would your be, what
[03:24.080 --> 03:27.080]  would your kind of, what's kind of your vision with this whole thing? I mean I'm
[03:27.080 --> 03:31.120]  here, I'm not biased, I just kind of want to. Is he gonna get impeached? I mean I
[03:31.120 --> 03:35.720]  think we're at a point now where people just, they don't, they just accept
[03:35.720 --> 03:39.920]  everything you know because they don't have a choice. So like that'd be great
[03:39.920 --> 03:44.200]  but who's to say what comes next? You can see Kevin Martin, one of our auxiliary
[03:44.200 --> 03:49.200]  reporters, full reported in FullWars.com. That's such a sad report here in Austin
[03:49.200 --> 03:54.200]  Texas because these people have no survival instinct, no nationalism, no
[03:54.200 --> 03:59.440]  common sense, no culture. Their culture is that they have no culture. Their culture
[03:59.440 --> 04:03.120]  is that they roll over to anything. If you don't have borders, if you don't have
[04:03.120 --> 04:06.480]  some basic controls, you don't have a nation. The numbers are in by the way,
[04:06.480 --> 04:10.360]  Trump's been in over three weeks and the numbers are barely ticked up of
[04:10.360 --> 04:15.320]  deportations but it has increased of felons, aggravated felons. They're going
[04:15.320 --> 04:24.480]  after people that have committed crimes and fled to this nation and there's just
[04:24.480 --> 04:30.640]  such massive, massive ignorance about this and it really is a paradox. We've
[04:30.640 --> 04:34.760]  got people that are informed, people that aren't informed. It's very very sad. I
[04:34.760 --> 04:40.120]  threw my back out yesterday going on a hike slash jog. I wouldn't be here if
[04:40.120 --> 04:44.840]  this wasn't an incredibly important news day. So I feel like somebody's sick and
[04:44.840 --> 04:48.640]  I speak on my left side but I'm going to the broadcast because we've got
[04:48.640 --> 04:52.720]  important information. This is a big transmission coming up and I've been
[04:52.720 --> 04:56.120]  holding my tongue for a while with inside intel I've got but I'm gonna start
[04:56.120 --> 05:02.920]  fishing it out here today and tomorrow. The carbon tax has been pushed hard this
[05:02.920 --> 05:06.520]  week. James Baker former White House Chief of Staff was running around doing
[05:06.520 --> 05:09.920]  interviews and speeches pushing the carbon tax in the name of saving the
[05:09.920 --> 05:13.640]  environment with his newly formed Climate Leadership Council. Mitt Romney
[05:13.640 --> 05:17.480]  tweeted praise for the CLC's new carbon tax plan. Even Secretary of State Rex
[05:17.480 --> 05:21.320]  Tillerson has supported a carbon tax in the past. This tax would be terrible for
[05:21.320 --> 05:24.760]  the coal industry which Trump voiced support of during his campaign. Don't be
[05:24.760 --> 05:28.120]  fooled by the suggested inner workings of this plan which would sound good to the
[05:28.120 --> 05:31.440]  average show. This is merely a psychological tactic forcing the carbon
[05:31.440 --> 05:34.840]  tax into your subconscious so they can eventually ram it home. The government
[05:34.840 --> 05:38.840]  will never pay you any money from a carbon tax. This plan is a red herring.
[05:38.840 --> 05:42.280]  Bloomberg published a piece praising the carbon tax plan claiming it will save
[05:42.280 --> 05:46.000]  the world from climate change. Yes the bureaucratic exchange of money will stop
[05:46.000 --> 05:49.660]  climate change. Give me a break. Really this is a final attempt by the
[05:49.660 --> 05:52.960]  bought and paid for government to have say over who gets to make what and how
[05:52.960 --> 05:56.920]  much. Essentially burying any free market competition in taxes and
[05:56.920 --> 06:01.680]  regulations. This is Owen Schreuer for info wars dot com. Over the years there
[06:01.680 --> 06:05.000]  have been a lot of powerful advancements in the field of science and
[06:05.000 --> 06:09.280]  nutraceuticals. Young Jebedee integrates years of scientific research into
[06:09.280 --> 06:14.120]  creating fantastic products like beyond Tangierine, plant-derived minerals and
[06:14.120 --> 06:18.560]  much more. Young Jebedee also offers you an ingenious way to augment your income
[06:18.560 --> 06:22.040]  and the best part you'll be helping your friends and family along the way.
[06:22.040 --> 06:26.800]  Visit info wars team dot com today. Become a member. It discounts on the
[06:26.800 --> 06:30.320]  amazing products and free shipping when you sign up for auto ship and you're
[06:30.320 --> 06:33.240]  able to promote the products to friends and family and neighbors in your
[06:33.240 --> 06:37.480]  community and make money while helping people at the same time. Another win-win.
[06:37.480 --> 06:41.240]  That's why I'm a member of the young Jebedee team at info wars team dot com
[06:41.240 --> 06:46.520]  and you can be too. It's simple just go to info wars team dot com today. Complete
[06:46.520 --> 06:50.120]  a short sign up and you're part of the team. That's info wars team dot com or
[06:50.120 --> 06:54.040]  info wars health dot com. So many people call into my radio show and tell me how
[06:54.040 --> 06:57.360]  young Jebedee and the products at info wars team dot com have changed their
[06:57.360 --> 07:03.800]  lives. Check it out for yourself today. This is Alex Jones. I want to tell you
[07:03.800 --> 07:07.680]  about a way to save a lot of money on one of the best new off-the-grid products
[07:07.680 --> 07:11.440]  of 2017 and seriously I really think everyone should have one of these. I'm
[07:11.440 --> 07:14.920]  talking about the PPX solar generator system from our friends at Solutions
[07:14.920 --> 07:19.040]  from Science, one of our oldest sponsors. The PPX is so small you can put it in
[07:19.040 --> 07:23.520]  your pocket but so powerful you can run some 110 appliances at your house like a
[07:23.520 --> 07:27.320]  small refrigerator so you can keep food from spoiling. Plus you can take it with
[07:27.320 --> 07:31.320]  you to jumpstart cars, trucks, buses, 18-wheelers, heavy equipment, even airplanes.
[07:31.320 --> 07:35.320]  The system provides an endless supply of off-the-grid electricity allowing you to
[07:35.320 --> 07:39.240]  create your own private power grid literally anywhere in the world. Perfect
[07:39.240 --> 07:43.360]  for cabins, remote locations, any time you need to get off the grid for a while.
[07:43.360 --> 07:48.840]  Go to privatepowergrid.com to watch this thing in action. That's privatepowergrid.com
[07:48.840 --> 07:53.800]  even better use coupon code private at checkout and get a second PPX energy
[07:53.800 --> 08:00.960]  unit for free. Check it out at privatepowergrid.com. That's privatepowergrid.com.
[08:00.960 --> 08:16.960]  It's Monday, other week.
[08:16.960 --> 08:27.960]  We play the songs that sound more like everyone else than anyone else.
[08:27.960 --> 08:33.160]  Hitler took the guns. Stalin took the guns. Mal took the guns. Fidel Castro took
[08:33.160 --> 08:39.960]  the guns. Dominique. Hugo Chavez took the guns. 1776 will commence again if you try
[08:39.960 --> 08:45.880]  to take our firearms. The Republic will rise again when you attempt to take our
[08:45.880 --> 08:47.880]  guns.
[08:58.880 --> 09:09.880]  The answer to 1984 is 1776. You're listening to the Alex Jones show.
[09:09.880 --> 09:16.880]  It's Monday, the 13th day of February 2017. I'm Alex Jones, your host. Thank you so much
[09:16.880 --> 09:26.880]  for joining us. I have known for two weeks that Donald Trump has been looking
[09:26.880 --> 09:33.880]  to replace Renth Priebus and I called Roger Stone about this last week from
[09:33.880 --> 09:38.880]  several of my other sources. Some of them right obviously inside the White House
[09:38.880 --> 09:43.880]  and he said, you know, I've just been learning about this too, but we don't
[09:43.880 --> 09:51.880]  want to put this out because Trump doesn't want leaks on leaks. But I called
[09:51.880 --> 09:54.880]  Roger this morning and I said, you know what? I got to do my job here at a certain
[09:54.880 --> 09:58.880]  point. I mean, I'm not going to leak stuff that hurts the country. I'm not going to
[09:58.880 --> 10:04.880]  leak stuff about Trump's agenda of trying to restore the Republican cut taxes and
[10:04.880 --> 10:09.880]  things like that and, you know, in the war on the family. But when I sit here over
[10:09.880 --> 10:14.880]  and over again knowing things and then it comes true what my sources tell me,
[10:14.880 --> 10:18.880]  but then I'm just told this so I can map out what's going on, but I'm not allowed
[10:18.880 --> 10:24.880]  to say it on air. It's very, very frustrating and I'm not going to break
[10:24.880 --> 10:29.880]  confidences today, but now that this stuff started coming out this weekend, I can
[10:29.880 --> 10:34.880]  talk about it. But that's what's frustrating. It always ends up coming out,
[10:34.880 --> 10:40.880]  but then they get to spin it. So it's detrimental. So I sit here and I keep
[10:40.880 --> 10:47.880]  my mouth shut with our Secret Service contacts and Defense Department contacts
[10:47.880 --> 10:52.880]  and just all of it. I mean, I know stuff that'll make you lose sleep at night.
[10:52.880 --> 10:56.880]  And let me tell you, once stuff you get told comes true like 20-something times,
[10:56.880 --> 11:01.880]  you start really paying attention. And Stone agreed with me this morning because
[11:01.880 --> 11:05.880]  I didn't get the info from him and he's got more sources than I do. He didn't
[11:05.880 --> 11:10.880]  tell me everything because what's the point if Trump's not going to act on this
[11:10.880 --> 11:16.880]  stuff? And then I put it out. The media is going to run crazy with it and say,
[11:16.880 --> 11:20.880]  oh, look, you know, Alex Jones put this out and Trump reads that. So I just sit
[11:20.880 --> 11:25.880]  here and watch these wolves tearing at Trump and tearing at the American people
[11:25.880 --> 11:28.880]  and I respect the president enough to think he knows what he's doing, but he
[11:28.880 --> 11:35.880]  certainly does. But I knew weeks ago that the president was going around
[11:35.880 --> 11:39.880]  because it's a process. Trump goes through a three-part process. He walks around
[11:39.880 --> 11:44.880]  and says, how do you think rents previous is doing to a bunch of people?
[11:44.880 --> 11:53.880]  Friends of his, people in the White House, folks he has dinner with, you name it.
[11:53.880 --> 12:01.880]  And then he starts asking people, you know, who do you think a good replacement
[12:01.880 --> 12:06.880]  for rents previous would be? And when you get into that second phase,
[12:06.880 --> 12:10.880]  the next thing is rents previous has dropped the ball. Rents previous is a
[12:10.880 --> 12:15.880]  problem and I'm getting rid of it. What do you think about that? And we're now
[12:15.880 --> 12:21.880]  entering that phase. A few days ago, over the weekend, he had a lot of friends
[12:21.880 --> 12:27.880]  who were for dinner at his state. It also has a big country club on it,
[12:27.880 --> 12:33.880]  one of the most famous in the world. And Chris Ruddy, who's a known member there,
[12:33.880 --> 12:39.880]  who I ran into at dinner a few weeks ago, the night of the inauguration,
[12:39.880 --> 12:45.880]  went on to see an end and he's joining us for the next hour and said,
[12:45.880 --> 12:49.880]  no, I talked to the president and he said, what do you think about rents
[12:49.880 --> 12:53.880]  previous? I think he's doing a good job. I got some problems. So he goes on
[12:53.880 --> 12:58.880]  seeing in Sunday and talks about that and then he starts getting calls from
[12:58.880 --> 13:03.880]  high level people in the White House from a certain camp in the White House.
[13:03.880 --> 13:12.880]  There's camps saying back off the story and I didn't get that from Ruddy.
[13:12.880 --> 13:21.880]  Ruddy up this morning and talked to him and he agreed to come on.
[13:21.880 --> 13:26.880]  They're obviously telling him to back off. Look, facts are facts, ladies and gentlemen.
[13:26.880 --> 13:32.880]  And that's what Trump's doing. I've been told by six different people that
[13:32.880 --> 13:35.880]  Trump's going around saying, what do you think of rents previous?
[13:35.880 --> 13:38.880]  What do you think of the job he's doing? Now, that's only when he's thinking
[13:38.880 --> 13:42.880]  about do I like somebody or don't I? And then he's going into the second and now
[13:42.880 --> 13:46.880]  the third phase. Now, I don't want to sit here and announce all this and then
[13:46.880 --> 13:49.880]  have a bunch of people in the establishment come defend previous so that
[13:49.880 --> 13:52.880]  somehow he ends up staying in the administration because I think rents
[13:52.880 --> 13:57.880]  previous is terrible. He is a minion of Paul Ryan.
[13:57.880 --> 14:01.880]  And you notice on Friday I said next week I'm going to announce some big things
[14:01.880 --> 14:05.880]  because I knew this wasn't going to end up not getting out soon.
[14:05.880 --> 14:09.880]  And you notice I said rents previous is probably the leaker. No, rents previous
[14:09.880 --> 14:18.880]  is the leaker. And folks in the White House know it's rents previous.
[14:18.880 --> 14:24.880]  So when I say I'm in over my head, everybody's in over their head.
[14:24.880 --> 14:31.880]  So I've just got stacks of lists here of just points and intel and what's going
[14:31.880 --> 14:37.880]  on inside the White House. But it's public as well.
[14:37.880 --> 14:41.880]  The State Department is completely ignoring Rex Tillerson.
[14:41.880 --> 14:45.880]  That's even after a thousand people resigned and left. Others have signed a letter
[14:45.880 --> 14:50.880]  to crying Trump and his travel ban that's only the law.
[14:50.880 --> 14:54.880]  And they're openly now trying to say Trump's a Russian agent again with no evidence
[14:54.880 --> 14:58.880]  and openly trying to block the Le Pen election in France because the Muslims
[14:58.880 --> 15:03.880]  are in their third week of trying to burn down Paris and other towns
[15:03.880 --> 15:08.880]  and attacking people. And the French news keeps saying anti-police unrest.
[15:08.880 --> 15:13.880]  No, it's an Islamic uprising just like the last 50, just like the cities
[15:13.880 --> 15:17.880]  burning in England a few years ago.
[15:17.880 --> 15:22.880]  Riots outside Paris after police claim and officers alleged right the black man
[15:22.880 --> 15:27.880]  was an accident. And again, that's the Washington Post just taking some side point
[15:27.880 --> 15:32.880]  like saying that a trailer about Muhammad is what caused Benghazi.
[15:32.880 --> 15:36.880]  It's made up. They just want to divert it off into the police.
[15:36.880 --> 15:41.880]  And again, it's not the police are perfect. It's that the globalists everywhere
[15:41.880 --> 15:44.880]  are going to use them as the governmental scapegoat.
[15:44.880 --> 15:47.880]  The higher-up globalists that are ripping everybody off, every time there's a bunch
[15:47.880 --> 15:51.880]  of anger, they go, oh, it's the police. See, blame them. That's the lowest level.
[15:51.880 --> 15:56.880]  It's a total cop out. It's a total scapegoat.
[15:56.880 --> 16:01.880]  So it's not that she's super popular in all the polls, according to, you know,
[16:01.880 --> 16:07.880]  BBC and vice and all the usual suspects. No, no, no. The Russians are going to hack it.
[16:07.880 --> 16:11.880]  That's right. That's why the French want their sovereignty back and don't want
[16:11.880 --> 16:15.880]  another million or two, you know, military-age men to pour in and rape and burn
[16:15.880 --> 16:20.880]  and run around arrogantly doing, you know, whatever they want, giant gangs.
[16:20.880 --> 16:24.880]  I mean, France is on its deathbed and it's finally having second thoughts about
[16:24.880 --> 16:30.880]  killing itself. Beautiful country, amazing culture, flushing itself down the toilet,
[16:30.880 --> 16:36.880]  run by a bunch of socialists that hate the host.
[16:36.880 --> 16:40.880]  So now they're making a big to-do there so they can, quote, federalize the election
[16:40.880 --> 16:44.880]  and steal it, make sure the super-unpopular socialist stays in over the super-popular
[16:44.880 --> 16:50.880]  woman who's super smart, has a great pedigree of liberty, and is basically like
[16:50.880 --> 16:56.880]  Donald Trump calling her a racist doesn't work anymore. So with no evidence, of course.
[16:56.880 --> 17:01.880]  I mean, they indicted her last year for saying this Islamic invasion is the greatest
[17:01.880 --> 17:05.880]  threat to France since the Nazis invaded. And they indicted her saying for racial
[17:05.880 --> 17:09.880]  incitement. Of course, it's a giant cultural threat to bring in millions and
[17:09.880 --> 17:13.880]  millions and millions and millions of people a year that absolutely say they
[17:13.880 --> 17:17.880]  want to suicide bomb you and take your culture over. They just banned Valentine's
[17:17.880 --> 17:21.880]  Day in Pakistan, folks. I have nothing against Pakistani folks. They're great.
[17:21.880 --> 17:24.880]  They're smart. Those are heretics, though. They're people that want to come here
[17:24.880 --> 17:27.880]  and get away from radical Islam. They'll drink a beer with you. They're funny.
[17:27.880 --> 17:30.880]  They're smart. They're great people. And they'll say, yeah, I don't like radical
[17:30.880 --> 17:35.880]  Islam. But the people running are out of control, ladies and gentlemen.
[17:35.880 --> 17:39.880]  And it's incompatible. They pour acid on women's faces if they talk back.
[17:39.880 --> 17:43.880]  I can't watch one more feminist run around and lecture me about how I'm
[17:43.880 --> 17:47.880]  oppressing women in the West when they're trying to destroy it and have made a
[17:47.880 --> 17:50.880]  sickening alliance with radical Orthodox Islam.
[17:54.880 --> 17:58.880]  Okay, I literally have like 50 stacks of news here. I mean, this is just so over
[17:58.880 --> 18:01.880]  the top how much I've got. I've got a whole other office full of stuff I want
[18:01.880 --> 18:05.880]  to get to that I forgot to bring in here. So I want to really try to focus today
[18:05.880 --> 18:08.880]  and do as best I can to cover all this.
[18:08.880 --> 18:18.880]  But in a nutshell, Trump doesn't like rents previous because rents previous is
[18:18.880 --> 18:23.880]  blocking his agenda and leaking information and will also call people in.
[18:23.880 --> 18:31.880]  I've got their names. And high level people, advisors of the president,
[18:31.880 --> 18:36.880]  and we'll say what you're getting here is the rest of the story.
[18:36.880 --> 18:43.880]  We'll say the president has fired you. I want your resignation right now.
[18:43.880 --> 18:47.880]  And then the individual goes and thinks about it, makes a few phone calls and goes,
[18:47.880 --> 18:50.880]  I want to see the president. Goes in and sees the president.
[18:50.880 --> 18:53.880]  The president goes, I don't know. I have any idea what you're talking about.
[18:53.880 --> 18:56.880]  I don't want you fired.
[18:56.880 --> 19:00.880]  And then the president sends the individual out of the room and says to
[19:00.880 --> 19:03.880]  rents previous. How'd that happen? Oh, I don't know, sir. Some confusion.
[19:03.880 --> 19:06.880]  Uh-huh. I mean, if Trump wants you fired, he'll walk you in and say,
[19:06.880 --> 19:14.880]  you did this, you did that, you are fired. You are incompetent.
[19:14.880 --> 19:18.880]  And I want you to make sure there's a smooth transition with your replacement,
[19:18.880 --> 19:21.880]  or I'm going to make sure you get blackballed. Does that understand it?
[19:21.880 --> 19:23.880]  That's what Trump does. He looks you right in the eye.
[19:23.880 --> 19:26.880]  He doesn't go tell rents previous to go tell some senior person,
[19:26.880 --> 19:30.880]  we want your resignation.
[19:30.880 --> 19:35.880]  Or he has the vice president fire you. He doesn't have rents previous to it.
[19:35.880 --> 19:39.880]  So rents previous thinks he's the president. Okay. He's on a power trip.
[19:39.880 --> 19:43.880]  I'm going to skip this break. This is too important. Sorry to tell you.
[19:43.880 --> 19:49.880]  And so that's what's going on. And I knew this two weeks ago, 15 days ago, actually.
[19:49.880 --> 19:54.880]  And I've sat on it and that's fine. And then Chris Ruddy comes out to his credit.
[19:54.880 --> 19:57.880]  I've been very supportive of Ruddy sometimes and critical of mothers.
[19:57.880 --> 20:01.880]  That's probably too mean a few weeks ago. I apologize. We've had some good talks.
[20:01.880 --> 20:07.880]  But it was late at night when I ran into him in DC and we were being a little bit smart out to each other.
[20:07.880 --> 20:14.880]  But everything's good. The point is, is that, you know, he's there.
[20:14.880 --> 20:17.880]  They're having dinner. He's friends with the president.
[20:17.880 --> 20:21.880]  He's been members of that club for decades. And they had to, you know, talk.
[20:21.880 --> 20:27.880]  The Trump does and the truth is from what I heard is going on.
[20:27.880 --> 20:31.880]  Ruddy dialed back what really went on on CNN.
[20:31.880 --> 20:37.880]  According to what the standard thing the president saying, the president is talking about previous to everybody.
[20:37.880 --> 20:41.880]  He's getting ready to blow him out the airlock folks. He'll be gone within two weeks.
[20:41.880 --> 20:46.880]  Just like I told you, Mitt Romney was never going to get that position as Secretary of State.
[20:46.880 --> 20:53.880]  He was being trolled and Trump was pumping him for information on who else was involved in the neocon plots against him.
[20:53.880 --> 20:58.880]  And I can't believe these guys can't strategize as good as the president. They're just not smart.
[20:58.880 --> 21:05.880]  They're yes men. He's self made. But I'll be clear. I don't like from all my intel because I'm not snooping around behind the president.
[21:05.880 --> 21:14.880]  I have my show. I have my audience. I'm here to defend the president because he's carrying out an agenda to restore the republic.
[21:14.880 --> 21:20.880]  You remember Roger Stone coming on here first telling you weeks before he will not be hired. This is all the torturing.
[21:20.880 --> 21:31.880]  That wasn't Roger Stone just guessing that out of the ether. I'll leave it to you at that.
[21:31.880 --> 21:35.880]  We have Chris Ruddy on CNN talking about it this weekend. Here it is.
[21:35.880 --> 21:41.880]  Howard Stern recently said, I don't think being president is going to be good for Donald Trump because the president wants to be liked.
[21:41.880 --> 21:45.880]  And when you're the president, you know, you're the most hated person in the world.
[21:45.880 --> 21:48.880]  Look at what happened to President Obama or President Bush before that.
[21:48.880 --> 21:51.880]  Do you have that same sense after talking with Trump on Friday?
[21:51.880 --> 21:56.880]  Well, I think he's he is a little sensitive to the press criticism.
[21:56.880 --> 22:01.880]  Look, he's used to he's been in New York media circles for years.
[22:01.880 --> 22:07.880]  You know, you can't get into a tougher arena than that. He's been fighting a lot of big fights through the years.
[22:07.880 --> 22:11.880]  This is a guy that's battle tested. I think the problem is not so much him.
[22:11.880 --> 22:18.880]  It's the White House. The White House is showing not the the amount of order that we need to see.
[22:18.880 --> 22:21.880]  I think there's a lot of weakness coming out of the chief of staff.
[22:21.880 --> 22:26.880]  I think Ryan's previous good guy, well intentioned, but he clearly doesn't know how the federal agencies work.
[22:26.880 --> 22:31.880]  He doesn't have a really good system. He doesn't know how the communications flow.
[22:31.880 --> 22:37.880]  You know, I think Sean Spicer is doing a very good job under difficult circumstances.
[22:37.880 --> 22:42.880]  But I do think the president is not getting the backup he needs in the operation of the White House.
[22:42.880 --> 22:49.880]  And sometimes the pushback that he needs, which you would have with a stronger White House counsel White House chief of staff.
[22:49.880 --> 22:59.880]  I agree with that statement. The media wants to get rid of Spicer because he is pretty effective and smart and good on his feet and comes across as genuine and honest.
[22:59.880 --> 23:04.880]  But he was brought in by rinse previous previous is terrible.
[23:04.880 --> 23:09.880]  And they're all running scared of the establishment.
[23:09.880 --> 23:22.880]  And that ties into this whole general Flynn situation. Flynn technically, you know, is the national security advisor elect on December 15.
[23:22.880 --> 23:26.880]  They're already making calls to world leaders or setting up calls to other world leaders.
[23:26.880 --> 23:30.880]  He's setting those up for Trump and the Russians bring up what he did about sanctions.
[23:30.880 --> 23:35.880]  Well, I'm sure you heard the president elect say he wants to try to normalize things and have a good relationship with Russia.
[23:35.880 --> 23:40.880]  We'll see what happens. Then the media says, did you talk about sanctions? They go, no.
[23:40.880 --> 23:46.880]  But see, it's all lawyers speak. Of course, Flynn didn't talk specifically.
[23:46.880 --> 23:54.880]  He just repeated. And of course, the CIA and NSA were recording all of it and still at that time under Obama working against president elect.
[23:54.880 --> 23:58.880]  And now they have that info in a new dossier that he did when he was setting up a call for the president.
[23:58.880 --> 24:01.880]  Of course, the Russian ambassador goes, hey, what about these sanctions?
[24:01.880 --> 24:08.880]  Well, you know, the president says he wants to work with you and have open relations and a whole new, you know, clean slate.
[24:08.880 --> 24:11.880]  So that's the president's view right now. You talk to the president.
[24:11.880 --> 24:18.880]  So technically, they could say, oh, you did discuss sanctions with the Russian ambassador over the phone.
[24:18.880 --> 24:22.880]  Like it's dirty for the incoming national security advisor to talk to the Russian ambassador.
[24:22.880 --> 24:27.880]  We put that back on screen.
[24:27.880 --> 24:32.880]  Report, Kremlin denies Flynn and ambassador discussed lifting sanctions because they didn't.
[24:32.880 --> 24:37.880]  But they had people that were always there at his side, like rinse previous reporting this back.
[24:37.880 --> 24:47.880]  And you have the calls being recorded officially and unofficially so people can't make claims on either side.
[24:47.880 --> 24:53.880]  And the Russians bring up the sanctions. We want to discuss the sanctions when we talk to the president.
[24:53.880 --> 24:56.880]  Do you think that's going to happen? Yes, you know, he wants to have a clean slate.
[24:56.880 --> 25:00.880]  He wants to work towards that. That doesn't mean Flynn's making the decisions or he did something wrong.
[25:00.880 --> 25:09.880]  But the media goes, oh my gosh, the national security advisor elect under the elect president setting up phone calls with world leaders working 18 hours a day.
[25:09.880 --> 25:12.880]  He's a loose cannon. He's dangerous. He's bad.
[25:12.880 --> 25:18.880]  That's why I totally reorganize special forces and reorganize all the branches working together to gather intelligence.
[25:18.880 --> 25:22.880]  And that's why he did such a great job revamping as the head of defense intelligence.
[25:22.880 --> 25:28.880]  That's why Trump's got him because he's one of the experts on defeating Al Qaeda and ISIS and respected across the board.
[25:28.880 --> 25:36.880]  And they want to get rid of him because he knows what's going on. He's a patriot.
[25:36.880 --> 25:43.880]  But don't worry, even if they get rid of Flynn, he's already talked to the president for hundreds of hours.
[25:43.880 --> 25:50.880]  The two really hit it off over the years and the intel Trump's got dovetails with all the information that Flynn's got him.
[25:50.880 --> 25:54.880]  And there's other great generals in there. So they think there's going to get rid of one guy. It's not going to happen.
[25:54.880 --> 26:02.880]  Here's what else is going on. This news I've got because I've just decided to start dumping all this info.
[26:02.880 --> 26:12.880]  Dealing with Trump's private chief of staff, the head of Trump's security is it's not the secret service.
[26:12.880 --> 26:18.880]  It's the spy groups, the intel groups are claiming, oh, these people aren't vetted.
[26:18.880 --> 26:25.880]  You know, longtime New York cops, war heroes, you name it, people that have worked for Trump 20, 30 years.
[26:25.880 --> 26:29.880]  We want them out of there. We don't want you having your own Victorian guard.
[26:29.880 --> 26:36.880]  We're trying to make him and push him just like they did with his cell phone to give up security he's had for 20 plus years.
[26:36.880 --> 26:39.880]  And that he trusts and that are another line of defense around him.
[26:39.880 --> 26:44.880]  And if Trump does that, the word is I got this from multiple high level sources.
[26:44.880 --> 26:47.880]  They have decided to try to kill the president. High level groups have.
[26:47.880 --> 26:54.880]  It's pretty obvious they've got it all over the media selling the idea and trying to get lone government to do it or lone wolves to do it.
[26:54.880 --> 27:00.880]  But they are going to have some type of patsy show up, take a shot and they're going to have the other shooters there or it's going to be a bomb.
[27:00.880 --> 27:04.880]  And the folks, the new world order is crapping itself.
