[00:00.000 --> 00:02.000]  ["Pomp and Circumstance"]
[08:14.000 --> 08:24.000]  We get rid of Trump. Do you actually think like that? Yes, because the average Democrat does not work or they're a tenured professor or government employee.
[08:24.000 --> 08:33.000]  So if they can hurt the free market economy and then turn people against the nation was Trump, they'll do it in a heartbeat.
[08:33.000 --> 08:43.000]  In fact, that's what Cloward and Pivens all about. Just one of the communist plans by a U.S. university that was adopted by the Democrats back in the 80s publicly.
[08:43.000 --> 08:55.000]  They said we want to overload the economy with migrants and with welfare and with people having all sorts of rights that don't exist like to have a comfort pony or that's a real thing or a comfort pelican.
[08:55.000 --> 08:58.000]  That's a real thing on the airplane with you.
[08:58.000 --> 09:04.000]  China doesn't even have any environmental standards or regulations. How do you compete with that? You can't.
[09:04.000 --> 09:09.000]  So they bring down free societies using our openness and our freedom against us.
[09:09.000 --> 09:22.000]  So this coronavirus is now confirmed to be much more lethal than they were previously saying and it is causing major, major jitters around the planet.
[09:22.000 --> 09:32.000]  Here's just some of the headlines. Coronavirus pandemic goes global. South Korea warns of watershed moment as Italy quarantines 12 towns, cancels, Venice, Carnival.
[09:32.000 --> 09:38.000]  And they're saying much higher death rate than previously reported. China has been covering up the death rate.
[09:38.000 --> 09:43.000]  Of course, they have coronavirus store shelves empty as panic buying hits Italy.
[09:43.000 --> 09:53.000]  People in several regions of Italy have reacted to the coronavirus spreading throughout the country by panic buying, leading some store shelves empty.
[09:53.000 --> 09:56.000]  The reporting massive deaths government officials are.
[09:56.000 --> 10:16.000]  I ran, then I ran came out and said no, that that was not true, but then they had to reverse themselves still yet again and admit that okay, there is a big problem.
[10:16.000 --> 10:26.000]  Coronavirus explodes across the planet. Italy rushes to contain Europe's first major virus outbreak, walking down most of North Italy.
[10:26.000 --> 10:32.000]  Coronavirus since global stock markets until spin amid rising pandemic concerns.
[10:32.000 --> 10:39.000]  Kramer on market surge. Coronavirus impact on companies could be more severe than thought.
[10:39.000 --> 10:50.000]  U.S. Treasury yields tumble. Curve inversion deepens as coronavirus spreads Reuters lab monkeys infected with coronavirus in desperate bid to find vaccine.
[10:50.000 --> 10:54.000]  Don't worry Bill and Linda Gates already have one patented and ready.
[10:54.000 --> 10:57.000]  And don't worry the North Carolina University gave it to the chai comms.
[10:57.000 --> 11:02.000]  Five years ago the exact same kind of virus it's all on record complete smoking gun.
[11:02.000 --> 11:08.000]  Well, then why would you hand that out? Obama did that five years ago.
[11:08.000 --> 11:13.000]  You know that when it gets released, you don't know who to blame.
[11:13.000 --> 11:22.000]  Big controversies over that in even the scientist publication and other major journals, scientific journals back in 2015.
[11:22.000 --> 11:30.000]  Why the hell are you doing this? Why the hell are you giving out mouse pox that can be engineered to kill up to 98% of people that run into it?
[11:30.000 --> 11:32.000]  Why is that being done?
[11:32.000 --> 11:45.000]  Because they want to depopulate the planet. They want to have a major global reset to blame global stock market crashes on the pandemic and not on the fiat systems of the globalist banksters.
[11:45.000 --> 11:49.000]  We've been saying that for over a month and now that's beginning to come into view.
[11:49.000 --> 11:58.000]  I don't believe this is going to be the big one, but this is the beta test for a future mass depopulation event that I think will kill over a billion people.
[11:58.000 --> 12:02.000]  Bring in a world planetary government the name of stopping the next outbreak.
[12:02.000 --> 12:08.000]  Then they'll have a decade after that another mass color that I believe will kill about 7 billion people.
[12:08.000 --> 12:10.000]  And so there'll be almost no one left.
[12:10.000 --> 12:16.000]  That is the official UN below moon negates plan is 500 million tops humans on planet Earth.
[12:16.000 --> 12:22.000]  Continuing lab monkeys infected with coronavirus to in desperate bid to find a vaccine.
[12:22.000 --> 12:28.000]  Sure, right. Moscow targets.
[12:28.000 --> 12:34.000]  Chinese with raids amid virus fears.
[12:34.000 --> 12:36.000]  We're going to get to that next segment.
[12:36.000 --> 12:43.000]  Could the 2020 Tokyo Olympics be a victim of C O V I D 19 no longer the who non virus.
[12:43.000 --> 12:45.000]  You notice they just moved on to the number.
[12:45.000 --> 12:51.000]  Iran denies cover up after lawmaker contradicts official coronavirus figures says 50 dad.
[12:51.000 --> 13:00.000]  The city has been annihilated South Korea's coronavirus epicenter is a virtual ghost town.
[13:00.000 --> 13:10.000]  Distressed coronavirus Brits are in a bad way in prison hospital as worried son begs Trump to rescue them.
[13:10.000 --> 13:14.000]  The coronavirus outbreak just took some very bizarre new turns.
[13:14.000 --> 13:16.000]  I'm going to get to that after the break.
[13:16.000 --> 13:22.000]  The CDC is covering up the real numbers fewer than 600 people officially tested for coronavirus in entire U.S.
[13:22.000 --> 13:24.000]  Massive cover up underway.
[13:24.000 --> 13:27.000]  It's up on info wars dot com.
[13:27.000 --> 13:32.000]  Hundreds of animals dropped dead in China after Beijing poisoned by virus disinfectant.
[13:32.000 --> 13:34.000]  How do we know it's not something else doing it?
[13:34.000 --> 13:37.000]  We just know this is big folks.
[13:37.000 --> 13:39.000]  New York Post don't buy China's story.
[13:39.000 --> 13:41.000]  The coronavirus may have been leaked from a lab.
[13:41.000 --> 13:43.000]  Yeah, who reported that first?
[13:43.000 --> 13:45.000]  We know it was made in the lab.
[13:45.000 --> 13:47.000]  We don't know that leaked or was let out on purpose.
[13:47.000 --> 13:49.000]  That's the only question.
[13:49.000 --> 13:55.000]  Coronavirus deaths outside China's spike is World Health Organization team visits Wuhan.
[13:55.000 --> 13:57.000]  Mike Adams with the latest will be joining us.
[13:57.000 --> 14:01.000]  Dr. Boyle teaches on Monday and Tuesdays.
[14:01.000 --> 14:02.000]  This is a big emergency.
[14:02.000 --> 14:03.000]  I appreciate him.
[14:03.000 --> 14:05.000]  I think he should probably just skip the class, but I get it.
[14:05.000 --> 14:07.000]  Professor will be here with us Wednesday.
[14:07.000 --> 14:10.000]  We've got a bunch of other expert guests coming on as well.
[14:10.000 --> 14:16.000]  But he's a leading expert has been absolutely on like a precision guided munition.
[14:16.000 --> 14:19.000]  So that's all going to be coming up.
[14:19.000 --> 14:23.000]  I had to open the phones up and take your calls on this situation as well.
[14:23.000 --> 14:27.000]  But the panic and the stock market is because they covered up how serious it was.
[14:27.000 --> 14:29.000]  And now that creates real uncertainty.
[14:29.000 --> 14:32.000]  We'll be watching it all today here live right through the war room.
[14:32.000 --> 14:38.000]  6pm tonight may have a special report to continue to track this as it all unfolds.
[14:38.000 --> 14:47.000]  The Dow Jones industrial average is almost a thousand points down at 975 points point or two.
[14:47.000 --> 14:49.000]  We're going to break.
[14:49.000 --> 14:57.000]  I got word right before I went live that our main supplier at infowarstore.com, who is the biggest company, my patriot.
[14:57.000 --> 14:59.000]  They just dropped ship from info wars.
[14:59.000 --> 15:04.000]  Their inner system against the fastest at info wars full spectrum of food, highest quality.
[15:04.000 --> 15:08.000]  It was first seven to 14 days.
[15:08.000 --> 15:09.000]  And now they've had to up it.
[15:09.000 --> 15:12.000]  We told you this was going to happen three weeks.
[15:12.000 --> 15:17.000]  Now they have the food, but they're running 24 hours a day after three factories.
[15:17.000 --> 15:22.000]  And they cannot guarantee it will be packaged and shipped out to you before three weeks.
[15:22.000 --> 15:26.000]  We got your orders in before 10am this morning.
[15:26.000 --> 15:30.000]  You get it in seven to 14 days.
[15:30.000 --> 15:34.000]  Seven to 14 days.
[15:34.000 --> 15:36.000]  Seven to 14 days.
[15:36.000 --> 15:46.000]  But now it's three weeks because of the fact that there's such a giant massive surge in food ordering.
[15:46.000 --> 15:49.000]  And all the others have sold out and governments and institutions are buying it up.
[15:49.000 --> 15:55.000]  Now is the time to get your storeable food as the highest quality at infowarstore.com with Ready Hour.
[15:55.000 --> 16:01.000]  I'm here with Scott Yousseam, founder of OMG Tax.
[16:01.000 --> 16:06.000]  Tell us how your company helps our listeners out there who have a problem with the IRS.
[16:06.000 --> 16:12.000]  My team of lawyers, enrolled agents, and licensed tax experts remove wage garishments sometimes in the same day.
[16:12.000 --> 16:18.000]  We even have reduced the total debt some of our clients were required to pay through what is known as an offer in compromise.
[16:18.000 --> 16:20.000]  Can you give us an example of somebody you help?
[16:20.000 --> 16:26.000]  Oh, can I ever? We have taken a $500,000 liability with the IRS.
[16:26.000 --> 16:32.000]  Guess what? The client didn't pay a dime through the representation known as non-collectible status with the government.
[16:32.000 --> 16:43.000]  If you owe the IRS more than $10,000 and you want to see if it's possible to pay a lot less, call OMG Tax right now for a free tax saving consultation.
[16:43.000 --> 16:57.000]  Call 800-486-8112-800-486-8112-800-486-8112. That's 800-486-8112.
[16:57.000 --> 17:05.000]  Attention GCN self-reliance listeners, if you've ever wanted an emergency solar survival backup system that we're waiting for prices too crazy to pass up,
[17:05.000 --> 17:08.000]  this will be the most important message you'll ever hear.
[17:08.000 --> 17:17.000]  Bill Hyde here and I want to tell you about a huge sale with historically low prices on our PPX microgrid system that's going to let you produce an endless supply of electricity off the grid.
[17:17.000 --> 17:22.000]  The clearance price is a result of the historic flooding we're having here right on the East Bank of the Mississippi.
[17:22.000 --> 17:29.000]  Because of the flooding, we've had to move a lot of our inventory to a temporary location and rather than move it back to the warehouse,
[17:29.000 --> 17:35.000]  we thought we'd offer the system at a price that might seem unbelievable if you didn't know the floodwater's backstory.
[17:35.000 --> 17:40.000]  So here's what you should do right now. Check out the PPX microgrid system at myownpowergrid.com.
[17:40.000 --> 17:47.000]  That's myownpowergrid.com. Over $1,000 in great off the grid gear and a ton of bonuses too.
[17:47.000 --> 17:51.000]  In the best part, you're not going to pay $750 or $500 or even $200.
[17:51.000 --> 18:06.000]  Go to myownpowergrid.com to learn more. That's myownpowergrid.com.
[18:21.000 --> 18:28.000]  This is a fact because we are hurting these scumbags. The globalists have literally sold their souls to the dark side
[18:28.000 --> 18:36.000]  and they do what they do because they're slaves because they are eternally driven to try to suppress and dominate and destroy the innocent.
[18:36.000 --> 18:46.000]  It is up to us who are awake, not the sheep and not the wolves, but the sheepdogs to stand firm and resist these wicked tyrants.
[18:46.000 --> 18:54.000]  They fear the fact that we are awake. They fear the fact that we are alive. They fear the fact that we love God.
[18:54.000 --> 18:59.000]  And that's all we ever have to know is that God is in charge.
[18:59.000 --> 19:03.000]  Real stuff, man. We're talking about the real deal here. And I love Trump all day long.
[19:03.000 --> 19:08.000]  But man, I tell you, he sits there and lets these big tech people keep running roughshod over everybody.
[19:08.000 --> 19:12.000]  I mean, I've got a problem and we'll just take the Trump rallies over.
[19:12.000 --> 19:18.000]  About two months ago, I came up with a plan that I haven't launched yet. We have a warehouse full of hundreds of thousands of stickers,
[19:18.000 --> 19:25.000]  20 different stickers, impeach the Democrats, save the Second Amendment, defend the First Amendment, infowars.com.
[19:25.000 --> 19:30.000]  And it looks like duct tape, but it's just a regular sticker. You put it over your mouth, you go to a Trump rally,
[19:30.000 --> 19:34.000]  and you instantly take over without even disrupting things. People say, why are you doing this? What's happening?
[19:34.000 --> 19:38.000]  Well, you go, well, we're being censored. You know, Trump won't do anything about it.
[19:38.000 --> 19:41.000]  And Dr. Pachennick, let me just ask you what you think because I've not launched this yet.
[19:41.000 --> 19:49.000]  It's brilliant. You've taken the very element that they try to repress you with that silence and made it into a weapon.
[19:49.000 --> 19:55.000]  You have the loudest sound of all, silence. And you know what's most disturbing to people?
[19:55.000 --> 20:12.000]  Silence.
[20:25.000 --> 20:30.000]  If you are receiving this transmission, you are the Resistance.
[20:30.000 --> 20:36.000]  Live from the infowars.com studios, it's Alex Jones.
[20:36.000 --> 20:44.000]  Careful what you wish for, MSNBC, CNN and HBO.
[20:44.000 --> 20:46.000]  That's ridiculous to me.
[20:46.000 --> 20:54.000]  Can I ask about the economy because this economy is going pretty well. We have to, what? Why is that funny?
[20:54.000 --> 20:56.000]  Well, it is going well for now.
[20:56.000 --> 21:03.000]  For now, right. That's my question. I feel like the bottom has to fall out at some point.
[21:03.000 --> 21:08.000]  And by the way, I'm hoping for it because I think one way you get rid of Trump is a crashing economy.
[21:08.000 --> 21:12.000]  So please bring on the recession. Sorry if that hurts people.
[21:12.000 --> 21:18.000]  Well, right now the stock market on the Dow Jones Industrial Average is being held by the Plunge Protection Team,
[21:18.000 --> 21:25.000]  the Office of Open Markets at 977 points, but they may decide to let it go down further.
[21:25.000 --> 21:28.000]  It's obviously being artificially held at that point.
[21:28.000 --> 21:33.000]  The CHICOMS have held their stock market as well. There's a lot of international coordination going on.
[21:33.000 --> 21:38.000]  So here's MSNBC just on Friday, wishing for the same thing.
[21:38.000 --> 21:46.000]  So if the stock market were to tumble this year, if we don't get near the 3% GDP growth that this administration has been talking about for years,
[21:46.000 --> 21:50.000]  all things that Dems can run on and they pose a problem.
[21:50.000 --> 21:56.000]  Pose a problem for old Trump. So we told you it was lab-made.
[21:56.000 --> 22:03.000]  We told you the response was a crackdown on Taiwan and the Chinese people revolting at Xi Jinping, dictator for life.
[22:03.000 --> 22:10.000]  And we said that it's more deadly than the mainstream media is telling you.
[22:10.000 --> 22:18.000]  Usually they hype up things that aren't as deadly like SARS as the end of the world, whereas the action by government says this is the end of the world,
[22:18.000 --> 22:26.000]  but then they're telling you everything is fine at the same time.
[22:26.000 --> 22:31.000]  And that's the suspicious combination.
[22:31.000 --> 22:38.000]  Now, I want to drill back into the coronavirus and some of the bizarre new twists that have been pointed out by Michael Schneider.
[22:38.000 --> 22:51.000]  And then I want to get into what's happening in Germany and what's happening in Italy and what's happening in England and what's happening in South Korea
[22:51.000 --> 22:58.000]  and some of the mass roundups and arrests that are taking place for something that they're telling us is not that deadly.
[22:58.000 --> 23:07.000]  But now the numbers are coming out. We know that it is indeed killing healthy young people and it is killing a high number of those that are infected.
[23:07.000 --> 23:17.000]  And that's why there's so much concern that coming out of places like Italy, they're saying it's killing a lot more people than the numbers the Chai comms have been giving us.
[23:17.000 --> 23:23.000]  Well, you can't believe a word that comes out of the Chai comms mouth, but I want to go back a month ago.
[23:23.000 --> 23:29.000]  I could have 10 storeable foods company sponsors. A lot of folks do.
[23:29.000 --> 23:33.000]  You listen to some of the other national hosts, they'll have three or four.
[23:33.000 --> 23:37.000]  I've been on there 25 years. People need high quality storeable food.
[23:37.000 --> 23:45.000]  I learned early on a lot of these big companies aren't the best or the small ones aren't the best or they're okay when there's not an emergency, but they're bad when there is an emergency.
[23:45.000 --> 23:49.000]  So I've got my finger on the pulse of things, my ear to the ground.
[23:49.000 --> 24:02.000]  And I know that all the other big companies sold out to government or big corporations a month ago and they're just taking your money and then scrambling and trying to find food so they can get it to you.
[24:02.000 --> 24:11.000]  We don't do that. That's why my Patriot started 12 years ago. I've had him as a sponsor 11 years because they tell me exactly what's going on.
[24:11.000 --> 24:16.000]  We've turned their factory, one of their factories repeatedly. I'm friends with that Red Hawk, the founder.
[24:16.000 --> 24:23.000]  He called right before we went on air and he said, listen, it's panicked buying at this point. Everybody else is sold out.
[24:23.000 --> 24:41.000]  We have enough food to go for another two or three weeks and then fulfill it out for a month. But we may have to make the announcement in the next couple of weeks at this rate maybe even sooner that we have to stop taking orders because they're not going to take orders when they don't have food.
[24:41.000 --> 24:59.000]  Well, I got a call during the break and took it and they said, okay, if it's locked in, it's guaranteed at three weeks. But we're going to have to tell folks now four weeks now and it may, we may at this rate just say, I mean, if it keeps happening in two or three days,
[24:59.000 --> 25:06.000]  they may just have to say no more orders. I mean, they're not going to lie to you and take your order when they don't have food. They have the food. They have to package it.
[25:06.000 --> 25:18.000]  They've got three factories going 24 hours a day. They're exhausted because they are a quality outfit. That's why we have them. But to be quality is hard. Believe me, I know.
[25:18.000 --> 25:24.000]  A lot of times we're sold out of supplements because we just can't get the very cleanest, very best. Sometimes you can't get an ingredient anymore. You have to change the formula.
[25:24.000 --> 25:35.000]  So I understand what they're going through. So I'm not happy about this, that we're having record food sales right now because it shows how serious this is.
[25:35.000 --> 25:45.000]  So I said to them, I said, give me two hours for people that get in their orders to get it in three weeks because three weeks is a little long out there.
[25:45.000 --> 25:50.000]  They want to make sure that you're happy. It's kind of like doctors that under promise over deliver. I mean, that's really what's going on.
[25:50.000 --> 25:57.000]  They were saying seven to 14 days is seven days. It was being shipped out, but they wanted to have that cushion because things are so crazy.
[25:57.000 --> 26:05.000]  Well, now stuff's shipping out within about 14 days. So they say three weeks just to be, you know, super careful under promise over deliver.
[26:05.000 --> 26:12.000]  But he's like, actually, it is three weeks now and it's going to be four weeks. So just tell them four weeks.
[26:12.000 --> 26:19.000]  I said, can I have one hour to tell the listeners that they can get it in and get it within three weeks? I said, yeah, but that's it.
[26:19.000 --> 26:29.000]  And he said, well, maybe you should just tell him that in a couple of days we may have to stop taking orders. I mean, it's exponential right now in fullwarstore.com.
[26:29.000 --> 26:35.000]  It is my patriots. They're full calendar, full deal. You go right to the front of the line as your order comes in, boom, boom, boom.
[26:35.000 --> 26:41.000]  We're partnered with them. They are in our system interface. They're people and we have all the contracts with them.
[26:41.000 --> 26:49.000]  They actually were partners literally in business. And so you order from us. You're ordering from my Patriot. You're getting it in line as your order comes in.
[26:49.000 --> 27:01.000]  And you're getting the absolute truth here. But this is crazy. They're getting more orders of food in an hour than they were getting in a week before.
[27:01.000 --> 27:09.000]  You understand that? And we are getting triple the orders we were getting at the peak, which was last week.
[27:09.000 --> 27:17.000]  And when I told you the food orders are only going up, that's not a gimmick that you to order food. The store shelves are selling out all over the place.
[27:17.000 --> 27:23.000]  Governments are digging in. They've got emergency centers set up that we told you a month ago exactly where they were. People didn't believe it.
[27:23.000 --> 27:31.000]  Boom. It turns out it's accurate because we have Homeland Security sources. Of course it was accurate. Everything I do is about being accurate.
[27:31.000 --> 27:41.000]  Infowarsstore.com. And I would get your storeable foods. I would get stock up on vitamins and minerals. DNA Force Plus is so good for your immune system.
[27:41.000 --> 27:49.000]  Regrows mitochondria. Makes the telomeres last longer. So good. X2, X3 is so good. Winter sun is so important.
[27:49.000 --> 27:56.000]  Vitamin D3, except that's sold out. The ultimate fish oil is amazing. It has high D3 in it.
[27:56.000 --> 28:02.000]  And that stuff you already need that makes your life so much better for you and your children, for you and your neighbors, for you and your family.
[28:02.000 --> 28:11.000]  But it also funds the Info War. But with all that's going on, we still have the Super Blue and Super Silver with the Nano Silver toothpaste.
[28:11.000 --> 28:18.000]  Still at 50% off, even though it's going to sell out at current rates in less than a week and more isn't coming in for about a month.
[28:18.000 --> 28:27.000]  But we're just going to keep it at 50% off because it does help your body to have that Nano Silver in the mouth. Also the immune guard is almost sold out in the two smaller sizes.
[28:27.000 --> 28:37.000]  You can gargle that. You can even swallow it. It's super high quality. The Super Silver wound gel is patented the strongest gel that the FDA has approved for over-the-counter sale.
[28:37.000 --> 28:45.000]  They use it in hospitals. Do not ingest it. It's poisonous. But it's for the surface. Creates a barrier. Infowarsstore.com.
[28:45.000 --> 28:52.000]  But I got to tell you, this has got me, I'm still going to CPAC. I'm going to be covering the virus a lot while I'm there.
[28:52.000 --> 29:21.000]  I'm not putting my children on any airplanes. I can tell you that right now. We'll be right back.
[29:21.000 --> 29:25.000]  I am blood pressure has normalized. My diabetes has totally improved.
[29:25.000 --> 29:31.000]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel. I recommend heart and body extract to everyone.
[29:31.000 --> 29:58.000]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[29:58.000 --> 30:08.000]  Alex Jones here with two big announcements. Ultra 12 and vitamin mineral fusion are both back in stock after being sold out for months.
[30:08.000 --> 30:19.000]  Vitamin mineral fusion is high quality vitamins, minerals, amino acids and other key co-factors that are so good for you and your family, especially your children's bodies and your immune systems.
[30:19.000 --> 30:35.000]  Ultra 12 is the highest quality vitamin B12 taken sublingually under the tongue. It is back in stock. You can get them both individually for 40% off right now and get them together as a combo for 50% off.
[30:35.000 --> 30:43.000]  This makes your life so much better when you have a good multivitamin mineral that you actually absorb and as a tasty fruit punch.
[30:43.000 --> 30:58.000]  And of course, vitamin B12 is the bedrock foundation of energy, stamina, libido, just everything and they're both back in stock 40% off individually or 50% off when you get them together at m4store.com.
[31:14.000 --> 31:29.000]  Take your colloidal silver, all of it. That's what allows you to be healthier and get plenty of sleep. We have sold out of the 16 ounce immune gargle that has the nano silver that's patented and documented and even admitted in documents we've shown to go after this whole Corona SARS family.
[31:29.000 --> 31:43.000]  A virus. We're almost sold out of the one ounce spray bottles. That will be sold out a couple days and we're about a week and a half or so of the super silver three ounce bottles. Great to have period, really good for your gums, really great for your teeth. We also have the super silver in our whitening toothpaste.
[31:43.000 --> 31:58.000]  Again, we're the only folks allowed to private label or make our own products with this top nanotech company based here in the US that's in only a security documents and everything because we get the best stuff. There's a lot of patriots. There's not just bad guys coming after us. There's a flip side of all the good guys and good gals. It's very exciting.
[31:58.000 --> 32:16.000]  Across the western world, from high school to college sports to even the Olympics, men, biological men are winning almost all of the sporting events. This is men invading women's spaces and bullying them and taking their rights away.
[32:16.000 --> 32:29.000]  All in the name of the liberalism and openness and that every day I have stacks of news articles just like today. UK team find under house arrest for asking trans police officers gender and it hurt their feelings.
[32:29.000 --> 32:41.000]  UK mother spared jail for misgendering trans woman ordered to pay thousand pound fine because it could have caused anxiety in the new royalty.
[32:41.000 --> 32:56.000]  That's the thought police. If a leftist has their feelings hurt for any reason, you get fined and you go to jail. This is tyranny. These people are bullies and it's sick and it's evil and it's part of a scientific anti human takeover.
[32:56.000 --> 33:12.000]  Resistance speak out against it.
[33:26.000 --> 33:36.000]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[33:36.000 --> 33:41.000]  This economy is going pretty well. We have to, what? Why is that funny?
[33:41.000 --> 33:43.000]  It is going well for now.
[33:43.000 --> 33:57.000]  For now, right. That's my question. I feel like the bottom has to fall out at some point and by the way, I'm hoping for it because I think one way you get rid of Trump is a crashing economy. So please bring on the recession.
[33:57.000 --> 33:59.000]  Sorry if that hurts people.
[33:59.000 --> 34:14.000]  So if the stock market were to tumble this year, if we don't get near the 3% GDP growth that this administration has been talking about for years, these are all things that Dems can run on and they pose a problem.
[34:14.000 --> 34:25.000]  All right, ladies and gentlemen, Mike Adams has been the most intrepid on target reporter in the last five, six weeks on the coronavirus. He's been dead on.
